"","bedroomcnt","calculatedbathnbr","calculatedfinishedsquarefeet","yearbuilt","poolcnt","hashottuborspa","Longitude","Latitude","cluster"
"3497",3,2,1511,1957,"1","1",-118.081913,33.785217,"2"
"11823",3,2,1662,1958,"1","0",-117.901364,33.870664,"1"
"2689",4,3,1513,1953,"0","0",-117.804899,33.73917,"1"
"11609",4,2.5,2376,1992,"0","0",-117.647006,33.597446,"1"
"12929",3,3.5,2739,1998,"0","0",-117.869875,33.633459,"2"
"581",3,2,1240,1971,"0","0",-117.855138,33.867761,"1"
"14465",2,2.5,1801,2007,"0","0",-117.745506,33.692461,"1"
"5083",4,2,1645,1966,"0","0",-118.042232,33.780115,"1"
"10013",4,3,2038,1965,"0","0",-117.881095,33.776481,"1"
"17558",3,2,1612,1956,"0","0",-117.998856,33.827904,"1"
"8693",2,1,1020,1971,"0","0",-117.869495,33.845617,"1"
"16136",5,4.5,4493,1988,"1","0",-117.689873,33.564733,"2"
"16688",3,2.5,2168,1976,"0","0",-117.72235,33.539481,"2"
"3813",5,4,3672,1989,"1","1",-117.690703,33.491603,"2"
"17689",2,2,1330,2005,"0","0",-117.844,33.6709,"2"
"14071",3,2,1865,1967,"0","0",-118.060356,33.82497,"1"
"19295",2,1.5,994,1969,"0","0",-117.717,33.6179,"1"
"12561",2,2,1293,2002,"0","0",-117.63564,33.54817,"1"
"17667",3,2,780,1955,"0","0",-117.921268,33.645919,"1"
"17527",3,1.5,1174,1982,"0","0",-117.707269,33.571921,"1"
"8212",4,2,1729,1960,"1","0",-117.812943,33.779121,"1"
"16564",2,2.5,1045,1999,"0","0",-117.633316,33.675747,"1"
"14404",2,2,893,1993,"0","0",-117.632836,33.678047,"1"
"2711",2,1,1108,1921,"0","0",-118.000627,33.666213,"1"
"2431",4,3,3441,1990,"0","0",-117.808901,33.833235,"2"
"18944",2,2,1064,1983,"0","0",-117.918,33.725,"1"
"11830",2,2,1418,1956,"0","0",-117.924939,33.938248,"1"
"11525",5,3,1713,1955,"0","0",-117.900187,33.871402,"1"
"3688",5,4,3610,2002,"0","0",-117.766943,33.732794,"2"
"1196",3,2,1430,1946,"0","0",-117.904377,33.755607,"1"
"16376",1,1,774,1990,"0","0",-117.777,33.7402,"1"
"12074",2,2,1506,1980,"0","0",-117.649154,33.625933,"1"
"3236",3,2,1306,1961,"0","0",-117.961897,33.761016,"1"
"5288",2,2,989,2010,"0","0",-117.746944,33.698408,"1"
"11957",2,2,1350,1979,"0","0",-117.651229,33.496267,"1"
"4342",3,2.5,1386,2013,"0","0",-118.045645,33.829968,"1"
"16382",4,3.5,3981,1989,"0","0",-117.624905,33.642359,"2"
"6555",4,3,2340,2005,"0","0",-117.936185,33.749377,"2"
"2163",4,2.5,2275,1976,"1","0",-117.706503,33.631931,"2"
"4978",3,2,1288,1959,"0","0",-118.040535,33.76925,"1"
"8907",3,2,1540,1973,"0","0",-117.896144,33.704541,"1"
"15276",3,1,1239,1969,"0","0",-117.85808,33.724704,"1"
"10264",3,2,1461,1961,"0","0",-117.947518,33.630109,"2"
"15321",3,1.5,1209,1985,"0","0",-117.924603,33.742825,"1"
"13828",3,3,2045,1992,"0","0",-117.629426,33.651134,"1"
"11651",4,3,2649,1987,"0","0",-117.766815,33.899926,"2"
"3079",4,3,2267,1955,"0","0",-117.968934,33.841568,"1"
"6417",4,2,1731,1955,"0","0",-117.825437,33.77253,"1"
"18213",3,2,1382,1976,"0","0",-117.704271,33.481988,"1"
"15682",5,3.5,4321,1988,"1","1",-117.651757,33.47146,"2"
"12072",3,3,2328,1999,"0","1",-117.726487,33.857021,"2"
"15718",4,2,1746,1980,"0","0",-117.769143,33.895239,"1"
"5650",2,2,1091,1995,"0","0",-117.733134,33.581005,"1"
"10879",3,2.5,1407,1975,"0","0",-117.921747,33.930826,"1"
"11923",4,3.5,4177,1999,"0","0",-117.837723,33.620315,"2"
"14801",3,2,1406,1963,"0","0",-117.905964,33.682904,"1"
"5932",3,2,1237,1959,"0","0",-117.979246,33.757233,"1"
"3272",3,2,1282,1959,"1","0",-117.987836,33.813684,"1"
"1489",4,2,1884,1966,"1","0",-117.952012,33.859574,"1"
"11770",4,2.5,2201,1984,"0","0",-117.79587,33.671191,"2"
"436",4,2.5,2540,1976,"0","0",-117.689853,33.640181,"1"
"9569",1,1,785,1969,"0","0",-118.013,33.7153,"1"
"8152",2,1,809,1977,"0","0",-117.755806,33.713332,"1"
"8674",3,2.5,1214,1999,"0","0",-117.624761,33.582259,"1"
"10011",2,1,960,1915,"0","0",-117.941344,33.929595,"1"
"3280",3,2.5,1166,1981,"0","0",-117.943,33.8096,"1"
"19536",5,3.5,3945,2001,"1","1",-117.819113,33.807999,"2"
"1372",4,2.5,2495,1979,"0","0",-117.763695,33.710036,"1"
"15764",3,2,1310,1958,"0","0",-117.959509,33.850575,"1"
"18010",4,2.5,1933,2000,"0","0",-117.73105,33.577622,"1"
"8197",2,2,808,1989,"0","0",-117.863,33.7475,"1"
"6083",3,2,1405,1973,"0","0",-117.98062,33.755349,"1"
"7530",4,4,2452,2009,"0","0",-118.023569,33.818418,"2"
"379",3,2,1806,1959,"0","0",-117.909981,33.664758,"1"
"2317",2,1.5,1476,1974,"1","0",-117.984641,33.89476,"1"
"14109",1,2,1054,1989,"0","0",-117.718725,33.588822,"1"
"4179",3,2,1337,1954,"0","0",-117.903983,33.879735,"1"
"8246",1,1,931,1989,"0","0",-117.704,33.5769,"1"
"9092",3,2,2222,1978,"1","1",-117.766328,33.874302,"2"
"15628",4,3,2269,1964,"0","0",-117.878408,33.89968,"1"
"13661",2,1.5,920,1974,"0","0",-117.93,33.8134,"1"
"11710",3,2,1263,1954,"0","0",-117.951792,33.781533,"1"
"15418",4,2,1910,1972,"0","0",-117.955933,33.715434,"1"
"16475",2,2,1203,1979,"0","0",-117.881254,33.891513,"1"
"9232",2,1.5,1167,1953,"0","0",-117.890525,33.845106,"1"
"16729",3,2,1288,1965,"0","0",-117.788008,33.867081,"1"
"11778",1,1,501,1992,"0","0",-117.921127,33.886637,"1"
"12624",5,3,2393,1965,"0","0",-117.826306,33.752656,"1"
"19274",4,2,2096,1965,"0","0",-118.047416,33.841703,"1"
"3137",2,2.5,1322,1986,"0","0",-117.841751,33.880883,"1"
"13625",3,2,1414,1971,"0","0",-117.966024,33.693504,"2"
"16587",4,2.5,2293,1965,"1","0",-118.0187,33.723007,"2"
"16732",4,2.5,1897,1974,"0","0",-117.792962,33.70869,"1"
"7073",3,2,1061,1972,"0","0",-117.783807,33.866419,"1"
"18113",4,3,2515,1945,"1","0",-117.966848,33.785851,"1"
"15605",3,2.5,2304,1967,"0","0",-117.823014,33.659851,"1"
"19480",4,2.5,2154,1989,"0","1",-117.905354,33.939785,"2"
"19616",2,2.5,1294,2002,"0","0",-117.633855,33.550055,"1"
"14840",4,1.5,1187,1959,"0","0",-118.024712,33.814405,"1"
"15315",2,2,989,1989,"0","0",-117.743305,33.598813,"1"
"1537",4,4.5,3886,1999,"1","1",-117.589119,33.572759,"2"
"11603",3,2,1290,1955,"0","0",-117.947454,33.861582,"1"
"5468",2,1,865,1981,"0","0",-117.704398,33.502947,"1"
"260",4,2,1906,1963,"0","0",-117.949902,33.685844,"1"
"11997",3,2.5,2281,1977,"0","0",-118.002411,33.67323,"1"
"8825",2,2,1095,2005,"0","0",-117.889327,33.804313,"1"
"12243",3,2,1083,1990,"0","0",-117.591803,33.647859,"1"
"608",2,2.5,1748,1989,"0","0",-117.69533,33.476005,"1"
"19645",2,2,1165,1988,"0","0",-117.713,33.4876,"1"
"784",3,1,1614,1954,"1","0",-118.022985,33.75493,"1"
"6233",4,3,2344,1973,"0","0",-117.813698,33.718097,"1"
"5907",5,3,2057,1969,"1","0",-117.668014,33.614194,"2"
"16192",3,2,1973,1956,"0","0",-117.894679,33.646179,"1"
"9932",4,3.5,3329,2013,"0","0",-117.713633,33.703005,"2"
"12851",4,2,1819,1962,"0","0",-117.687394,33.480819,"1"
"18646",3,2,2157,1948,"0","0",-117.875595,33.767961,"2"
"8724",3,3,1631,2013,"0","0",-117.714098,33.697916,"2"
"16143",3,2,1460,1976,"0","0",-117.736548,33.623091,"1"
"8168",3,2,1639,1950,"0","0",-117.898536,33.910894,"1"
"18514",3,3,2398,1987,"0","0",-117.584943,33.619982,"1"
"12208",2,2,1054,1973,"0","0",-117.808129,33.725003,"1"
"17196",4,3,2246,1990,"0","0",-117.586007,33.639118,"2"
"5449",3,2.5,1312,1996,"0","0",-117.829439,33.726192,"1"
"16315",3,2.5,1396,1997,"0","0",-117.721906,33.553343,"1"
"13826",4,2.5,2976,2001,"0","0",-117.922922,33.672706,"2"
"12937",2,2.5,2172,1999,"0","0",-117.848855,33.874399,"1"
"7407",4,2.5,1715,2005,"0","0",-117.956496,33.918928,"1"
"16131",3,2,1558,1959,"0","0",-117.959482,33.749472,"1"
"9670",3,2,1812,1941,"1","0",-117.946651,33.880192,"1"
"8229",3,2.5,1746,1994,"0","0",-117.736248,33.601382,"1"
"4028",3,2,1716,1963,"0","0",-118.050046,33.814471,"1"
"12003",5,2,2027,1963,"0","0",-118.0275,33.779501,"1"
"17990",3,2.5,1179,1976,"0","0",-117.779017,33.865078,"1"
"18160",4,2,1888,1966,"0","0",-117.950083,33.662027,"2"
"208",2,4,1831,1979,"0","0",-118.078,33.7254,"1"
"17274",3,2,1014,1963,"0","0",-117.970936,33.736816,"1"
"5076",3,2,1173,1955,"0","0",-117.922196,33.769434,"1"
"8515",4,3,2394,1959,"0","0",-118.080237,33.778384,"1"
"6115",5,3,2464,1978,"0","0",-117.907752,33.938792,"1"
"19548",4,2,1818,1958,"0","0",-117.964359,33.930614,"1"
"7206",3,3,1458,2011,"0","0",-117.915,33.7767,"1"
"17852",2,1.5,1187,1964,"0","0",-117.665542,33.515195,"1"
"19733",4,2,1778,1973,"0","0",-117.952385,33.888596,"2"
"18744",4,2,2012,1974,"1","1",-118.035493,33.76792,"1"
"14103",2,2,1566,1952,"0","0",-117.96364,33.938061,"1"
"3378",3,2,1300,1966,"1","0",-117.955695,33.662106,"1"
"5169",4,2.5,2585,1970,"1","0",-118.065765,33.816879,"1"
"5436",3,2.5,1570,1998,"0","0",-117.846065,33.836692,"1"
"4629",3,2,1205,1959,"0","0",-117.920209,33.791271,"1"
"4667",3,2.5,1416,2003,"0","0",-117.777388,33.651459,"1"
"19145",2,2,1022,1986,"0","0",-117.68848,33.652606,"1"
"4903",5,2,2013,1964,"0","0",-118.032235,33.781916,"1"
"19292",4,3,2484,1979,"0","0",-117.756946,33.875983,"1"
"10093",2,2,960,1980,"0","0",-117.752945,33.879916,"1"
"5055",3,2,1360,1972,"1","0",-117.660521,33.615468,"1"
"5005",3,2,1771,1976,"0","0",-117.770302,33.798164,"1"
"7593",3,2.5,1435,1984,"0","0",-117.803481,33.667138,"1"
"17069",2,1.5,1005,1964,"0","0",-117.809805,33.736692,"1"
"14471",5,3,3003,1965,"1","1",-117.793079,33.887501,"1"
"9760",1,1,528,1949,"0","0",-117.870835,33.872292,"1"
"7600",3,2,1649,1967,"1","0",-117.961915,33.714547,"1"
"328",3,2.5,2604,1969,"0","0",-118.055621,33.775472,"2"
"666",3,2,2061,1965,"1","0",-117.914159,33.880534,"1"
"3169",2,2.5,1440,2002,"0","0",-117.63564,33.54817,"1"
"14409",2,2,1298,1990,"0","0",-117.887619,33.612961,"2"
"10268",3,3.5,3486,2000,"0","0",-117.982975,33.877178,"2"
"743",2,2.5,1989,2013,"0","0",-117.848289,33.676407,"2"
"2907",5,5,3763,2013,"0","0",-117.981838,33.651293,"2"
"6999",3,2,1852,1998,"0","0",-117.711308,33.874559,"1"
"16068",3,2,2056,1973,"0","0",-117.946909,33.897111,"1"
"17500",4,2,1404,1968,"0","0",-117.860201,33.729254,"1"
"5284",3,2,1427,1962,"0","0",-117.878711,33.894019,"1"
"18371",1,1,612,1938,"0","0",-117.915237,33.751856,"1"
"9597",1,1,741,1933,"0","0",-117.919645,33.844115,"1"
"14105",5,2.5,1659,1964,"0","0",-118.058919,33.812839,"2"
"10306",3,2,1288,1963,"0","0",-117.965063,33.683011,"1"
"10911",2,2,1230,1987,"0","0",-117.836787,33.654921,"1"
"10005",4,3,2541,1990,"0","0",-117.742791,33.846048,"2"
"2874",3,2.5,1739,1986,"0","0",-117.86862,33.653491,"2"
"5159",4,3,1992,1974,"1","0",-118.016719,33.698847,"2"
"17054",4,2,1612,1957,"0","0",-117.946912,33.756968,"1"
"17606",3,2.5,2004,2000,"0","0",-117.780123,33.6703,"1"
"14080",2,1,1140,1922,"0","0",-117.909115,33.824741,"1"
"3542",2,2.5,990,1983,"0","0",-117.910613,33.653159,"1"
"18299",3,2,1547,1968,"0","0",-117.878418,33.639342,"2"
"10545",2,2,2207,1955,"0","0",-117.89244,33.909156,"1"
"13346",4,2,1618,1963,"0","0",-117.828942,33.811081,"1"
"10679",3,2,1167,1960,"0","0",-117.94823,33.627837,"1"
"10728",3,2,1427,1968,"0","0",-117.938682,33.71263,"1"
"806",3,2,1400,1961,"0","0",-117.898327,33.764912,"1"
"19572",4,2,1668,1963,"1","0",-117.867354,33.895515,"1"
"4220",3,2,1515,1962,"0","1",-117.805824,33.89294,"2"
"10629",3,2,1240,1964,"0","0",-117.968234,33.731996,"1"
"9900",4,4,3016,2010,"0","0",-117.6688,33.653492,"2"
"6399",4,2,1576,1973,"0","0",-117.809444,33.723553,"1"
"14519",3,2.5,1479,2006,"0","0",-117.745396,33.695914,"2"
"18454",2,1.5,895,1978,"0","0",-117.856911,33.834291,"1"
"4141",3,2,1503,1952,"0","0",-117.967507,33.862932,"1"
"1996",2,2,1181,1984,"0","0",-117.866966,33.637564,"1"
"3171",4,2,1375,1971,"0","0",-118.047428,33.829039,"1"
"14741",4,3,2211,1977,"0","0",-117.909131,33.937113,"1"
"16405",3,3,2856,1987,"0","0",-117.726457,33.87837,"1"
"1029",2,2,987,1986,"0","0",-117.770936,33.699586,"1"
"19250",3,2.5,2616,1991,"0","0",-117.685826,33.473784,"1"
"18580",5,3,2928,1965,"1","0",-117.925719,33.943791,"1"
"6581",3,1,1586,1951,"0","0",-117.910619,33.824438,"1"
"17416",5,4,3238,1950,"1","1",-117.943303,33.790243,"1"
"5868",4,2,1260,1971,"0","0",-117.824431,33.84644,"1"
"8331",4,2.5,2116,1964,"1","0",-118.036348,33.76288,"1"
"7048",3,2.5,1845,1973,"0","0",-117.718095,33.522228,"1"
"4374",2,2,1652,1966,"1","0",-117.664499,33.507996,"2"
"2792",2,2,1102,1989,"0","0",-117.698839,33.494375,"1"
"16837",4,4,3415,1999,"0","0",-117.592583,33.462939,"2"
"17007",2,2,1056,1974,"0","0",-117.972191,33.660287,"1"
"4213",3,2.5,2043,1976,"1","0",-117.866119,33.921273,"1"
"12634",2,2,1078,1989,"0","0",-117.689142,33.523257,"1"
"4874",2,1.5,892,1973,"0","0",-117.906,33.7077,"1"
"6521",3,2,2025,1961,"0","0",-117.807639,33.754406,"1"
"7137",2,2,1177,1980,"0","0",-117.901948,33.699025,"1"
"16095",2,3,1873,2014,"0","0",-117.941431,33.639772,"2"
"14421",3,2.5,2015,1990,"0","0",-117.734573,33.857904,"1"
"19497",4,2,2161,1963,"0","0",-117.873085,33.836206,"1"
"17039",3,2,1160,1958,"0","0",-117.892,33.822043,"1"
"17563",3,3,3538,1983,"0","0",-117.71235,33.546755,"1"
"15230",4,2.5,1913,1983,"0","0",-117.843855,33.881367,"1"
"3435",2,2,1953,1976,"0","0",-117.861935,33.606074,"2"
"8101",3,3.5,3217,1990,"1","1",-117.687992,33.562816,"2"
"9608",3,2.5,2284,1985,"0","0",-117.645317,33.498802,"1"
"11334",2,1.5,864,1963,"0","0",-117.955957,33.675692,"1"
"6078",3,2,1578,1969,"0","0",-117.975166,33.717218,"1"
"15931",3,2.5,1789,1992,"0","0",-117.728286,33.552211,"2"
"19090",2,2.5,1228,1981,"0","0",-118.047,33.7142,"1"
"12918",1,1,1208,1934,"0","0",-117.772228,33.532955,"1"
"19178",1,1,660,1970,"0","0",-117.96,33.9235,"1"
"18813",4,4,2863,1994,"0","0",-117.73463,33.854438,"1"
"9314",4,2.5,2863,1975,"1","0",-117.769342,33.860662,"1"
"11164",3,2,1252,1955,"1","0",-117.886579,33.868336,"1"
"16038",3,2.5,1174,1987,"0","0",-117.584186,33.64801,"1"
"7995",3,2,1533,1975,"1","0",-117.770416,33.862061,"1"
"14192",3,2,1317,1957,"1","1",-117.945842,33.812866,"1"
"17070",4,3.5,3955,2000,"1","1",-117.716188,33.485455,"2"
"5511",2,2,949,1985,"0","0",-117.775293,33.705105,"1"
"3303",3,2,1298,1955,"1","0",-118.009494,33.854597,"1"
"10580",3,2,1498,1959,"0","0",-117.926653,33.750915,"1"
"9725",5,2.5,2209,1967,"0","0",-118.012964,33.705974,"1"
"13368",3,2.5,1068,1976,"0","0",-117.793903,33.865909,"1"
"12515",3,3,1630,1956,"1","0",-118.003542,33.819133,"1"
"16942",4,2,2337,1962,"1","0",-117.782277,33.775191,"2"
"7445",4,2.5,2188,1983,"1","1",-117.769811,33.888051,"1"
"6174",3,1,1004,1955,"0","0",-118.046909,33.80267,"1"
"19594",2,1,805,1966,"0","0",-118.057463,33.816892,"1"
"17600",5,4,4462,1989,"0","0",-117.688988,33.568477,"2"
"12654",3,2.5,2351,2007,"0","0",-117.584828,33.486741,"2"
"4801",2,3,2518,1985,"0","0",-117.796831,33.671666,"2"
"7610",2,1.5,948,1977,"0","0",-117.912357,33.63019,"1"
"14359",1,1,682,1973,"0","0",-117.931972,33.834513,"1"
"7294",2,2,1594,1981,"0","1",-117.903825,33.694611,"1"
"13792",2,1.5,1118,1978,"0","0",-117.941576,33.656872,"1"
"9467",4,1.5,1248,1961,"1","0",-118.033937,33.814528,"1"
"14298",3,2.5,1493,2010,"0","0",-117.74416,33.687327,"1"
"11812",4,2.5,2197,1964,"0","0",-118.043916,33.818993,"1"
"245",3,2.5,2418,1976,"0","0",-117.741468,33.839477,"1"
"15427",3,3.5,3395,1994,"0","0",-117.865955,33.598644,"2"
"11871",4,2.5,2647,1978,"0","0",-117.788333,33.820792,"1"
"2320",3,2.5,1841,2004,"0","0",-117.802943,33.704735,"1"
"4808",3,2,1585,1977,"0","0",-117.695005,33.649179,"1"
"13055",3,2.5,1524,1974,"0","0",-117.714391,33.534323,"1"
"18745",2,2,1028,1964,"0","0",-117.831,33.7347,"1"
"12115",4,2.5,2929,1913,"0","0",-117.804057,33.89179,"1"
"10615",3,2,1923,1965,"0","0",-117.9687,33.718924,"1"
"6831",4,2,2265,1996,"0","0",-117.588679,33.442062,"1"
"56",4,3.5,3800,1990,"1","1",-117.722758,33.880461,"2"
"488",5,4.5,4285,1989,"0","0",-117.920173,33.626848,"2"
"10676",4,3,3055,1968,"0","0",-118.056441,33.717145,"1"
"3260",2,2,808,1989,"0","0",-117.586556,33.642073,"1"
"8546",4,3,2889,1993,"0","0",-117.635655,33.67914,"2"
"13092",4,3,2161,1994,"1","1",-117.833849,33.874512,"2"
"8280",4,2,1448,1972,"1","0",-117.689253,33.636116,"1"
"2726",3,1,1193,1950,"0","0",-117.879621,33.728268,"1"
"6407",5,3.5,3167,1992,"0","1",-117.688777,33.50304,"2"
"17616",2,2,1132,1990,"0","0",-117.722,33.5695,"1"
"7470",4,3,2400,1977,"0","0",-117.969717,33.697118,"1"
"19612",3,2,1450,1946,"0","0",-117.888282,33.751215,"1"
"16114",3,2,1414,1970,"1","0",-117.92843,33.718045,"1"
"8085",2,1,752,1947,"0","0",-117.934082,33.872522,"1"
"19932",3,2.5,2059,2009,"0","0",-117.854838,33.839654,"1"
"4267",3,2,1450,1961,"0","1",-118.039605,33.734625,"1"
"9647",2,2,1143,1989,"0","0",-117.585286,33.656377,"1"
"5249",3,2.5,1861,2013,"0","0",-117.746067,33.708626,"2"
"6284",2,1,753,1952,"0","0",-117.968471,33.863621,"1"
"6195",3,1,1060,1950,"0","0",-117.901643,33.842252,"1"
"6397",4,2,1478,1955,"0","0",-118.01546,33.769277,"1"
"11681",4,2,1643,1976,"0","0",-117.81299,33.719715,"1"
"14629",3,3,1493,1999,"0","0",-117.596694,33.640211,"1"
"7824",3,3,2461,1962,"1","0",-117.862642,33.589872,"2"
"1766",3,2,1301,1955,"0","0",-118.028402,33.842592,"1"
"5824",2,1.5,994,1971,"0","0",-117.734,33.6109,"1"
"12635",2,2,925,1980,"0","0",-117.874,33.7463,"1"
"11943",2,2,878,1970,"0","0",-117.902,33.6974,"1"
"17643",3,2,1554,1970,"0","0",-117.93268,33.729357,"1"
"1953",3,2.5,2412,2000,"0","0",-117.778609,33.880934,"2"
"13229",5,2.5,2912,1976,"0","1",-117.692771,33.639964,"1"
"10799",3,2,1144,1960,"0","0",-117.967648,33.733166,"1"
"19166",2,2.5,1839,1984,"0","0",-117.799077,33.648783,"2"
"7486",3,2,1391,1957,"1","0",-117.930988,33.798653,"1"
"7830",3,2.5,2192,1991,"0","0",-118.013633,33.668667,"2"
"19463",3,2.5,1804,2010,"0","0",-117.746222,33.687067,"2"
"4386",4,2.5,2201,1996,"0","0",-117.62141,33.592023,"2"
"13504",3,2,1255,1962,"0","0",-117.805582,33.797389,"1"
"522",3,2.5,2073,1994,"0","0",-117.643434,33.586041,"1"
"1377",5,3,2476,1971,"0","0",-117.895642,33.901225,"1"
"11706",4,2.5,1822,1993,"1","1",-117.737001,33.590431,"1"
"2239",4,3,2383,1956,"0","0",-117.842479,33.782757,"1"
"19187",3,2,1912,1976,"0","0",-117.729601,33.513273,"2"
"12794",4,3,2299,2005,"0","0",-117.749194,33.69975,"2"
"17795",2,1,928,1978,"0","0",-117.790146,33.677309,"1"
"5323",3,2,1196,1955,"0","0",-117.949921,33.794975,"1"
"2600",3,2.5,1574,1997,"0","0",-117.589709,33.642649,"1"
"16469",3,2,2016,1964,"0","0",-118.055472,33.718898,"1"
"7978",4,3,2294,2000,"0","1",-117.579304,33.458251,"2"
"6079",3,2,1217,1958,"0","0",-117.954768,33.823524,"1"
"10677",4,2.5,1657,1964,"0","0",-118.049845,33.811352,"1"
"4546",4,3,2253,1977,"0","1",-117.691229,33.636875,"1"
"17062",3,2,1463,1974,"0","0",-117.891466,33.927635,"1"
"4691",3,2.5,2025,1973,"1","0",-117.721657,33.486727,"1"
"15355",4,2,1160,1946,"0","0",-117.950419,33.76934,"1"
"11930",3,2,2044,1962,"0","0",-117.83995,33.832789,"1"
"11847",4,2,1426,1963,"0","0",-117.969998,33.708799,"1"
"76",3,2,1533,1953,"0","0",-117.876488,33.771781,"1"
"5269",1,1,815,1963,"1","0",-117.823258,33.734649,"1"
"8127",4,3,2702,1967,"1","0",-117.951977,33.747521,"1"
"17431",2,1.5,1030,1978,"0","0",-117.664115,33.504039,"1"
"10957",4,3,1487,1950,"0","0",-117.904764,33.821979,"1"
"1224",2,2,1057,1990,"0","0",-117.952,33.7746,"1"
"16007",2,2.5,1246,1990,"0","0",-117.721053,33.566252,"1"
"6558",3,2,1263,1978,"0","1",-117.6469,33.644637,"1"
"4457",3,2,1305,1957,"0","0",-117.960401,33.75668,"1"
"2316",3,2,1111,1965,"0","0",-117.945838,33.68396,"1"
"936",4,3,2472,2004,"0","0",-117.983021,33.757741,"2"
"11551",3,2,1662,1959,"0","0",-118.084458,33.783302,"2"
"1712",2,3,1261,1994,"0","0",-117.833516,33.608008,"1"
"2521",4,2,1974,1981,"0","0",-117.756105,33.721195,"2"
"4171",3,2,1881,1965,"0","0",-117.812655,33.792709,"1"
"745",2,2.5,1197,1981,"0","0",-117.936545,33.76173,"1"
"9041",4,4.5,3963,2001,"0","0",-117.639977,33.563207,"2"
"2607",3,2,1549,1961,"0","0",-117.933034,33.808786,"1"
"17931",4,2.5,2550,1960,"0","0",-117.921254,33.909443,"2"
"7392",3,1.5,1000,1955,"1","0",-117.931291,33.641353,"1"
"489",2,2.5,1236,1986,"0","0",-117.670249,33.641852,"1"
"13980",1,1,780,1989,"0","0",-117.721,33.5167,"1"
"9111",4,3,2096,1971,"0","0",-117.880189,33.642086,"1"
"3323",3,2.5,2808,1978,"0","1",-117.686125,33.551294,"1"
"5519",4,2.5,1490,1962,"0","0",-117.894762,33.655932,"2"
"9084",3,2,2041,1957,"0","0",-118.085481,33.792502,"2"
"14163",2,2,1157,1987,"0","0",-117.816349,33.678185,"1"
"197",4,2,1345,1955,"0","0",-118.010463,33.842352,"1"
"10979",4,2.5,2293,1965,"0","1",-118.017007,33.725379,"1"
"5530",3,3,2969,1992,"0","1",-117.997455,33.676395,"2"
"3346",2,1.5,1018,1980,"0","0",-117.956,33.9236,"1"
"12043",2,2.5,1364,2005,"0","0",-117.806047,33.644533,"1"
"16372",4,3,2262,1987,"1","0",-117.663572,33.65219,"1"
"10467",3,2.5,2070,2007,"0","0",-117.837362,33.635456,"1"
"13019",3,3,2398,1987,"0","0",-117.584918,33.615207,"2"
"16864",3,2,1363,1958,"0","0",-118.101736,33.746522,"2"
"10397",5,2,2327,1962,"0","0",-117.934573,33.809468,"1"
"9581",4,2,1789,1956,"0","1",-117.991155,33.850196,"1"
"10083",3,2,1632,1961,"0","0",-118.091194,33.748416,"2"
"5726",3,2.5,2289,1969,"1","1",-117.666286,33.570522,"1"
"16205",4,2,1578,1971,"1","0",-117.783735,33.898225,"1"
"6202",4,2.5,2065,1995,"1","1",-117.745045,33.585631,"1"
"15597",4,3,2164,1975,"0","0",-117.661396,33.639237,"1"
"9916",4,2.5,2741,1980,"0","1",-117.683041,33.550314,"2"
"52",3,4,2838,2000,"0","0",-117.999516,33.664519,"2"
"3970",2,2.5,1500,1964,"0","0",-117.758994,33.51676,"1"
"9830",4,2,1788,1969,"0","0",-117.78135,33.685764,"2"
"18168",3,2,1718,1952,"0","0",-117.8797,33.724851,"1"
"11685",4,2,1891,1964,"0","0",-117.871239,33.643268,"1"
"14737",2,1.5,864,1963,"0","0",-117.95569,33.675589,"1"
"13662",4,3,3079,2013,"0","0",-117.643283,33.490531,"2"
"5976",2,2,832,1987,"0","0",-117.587467,33.650585,"1"
"626",5,2.5,2917,1969,"1","0",-117.959634,33.644709,"1"
"3218",4,2,1709,1971,"0","0",-117.857157,33.904039,"1"
"16881",3,2,1648,1940,"0","0",-117.919366,33.607559,"2"
"14922",3,2.5,1847,1989,"0","0",-117.595172,33.441818,"2"
"16030",4,2.5,2673,1977,"0","0",-117.762826,33.718519,"2"
"17968",2,2,1523,1978,"0","0",-117.802488,33.640147,"2"
"2258",5,3,2291,1998,"0","0",-117.858859,33.874618,"2"
"16190",3,2,2403,1932,"0","0",-117.736345,33.490555,"1"
"150",3,2,1456,1988,"0","0",-117.73058,33.882095,"1"
"12543",1,2,1129,1987,"0","0",-117.720743,33.591449,"1"
"15481",3,2,1053,1955,"0","0",-117.87611,33.785878,"1"
"16640",1,1,965,1945,"0","0",-117.583339,33.74635,"1"
"13226",4,2,1118,1954,"1","0",-117.90978,33.778118,"1"
"1705",4,2.5,2631,1965,"1","1",-117.791553,33.759087,"1"
"5458",4,2,1736,1959,"0","0",-117.846621,33.807838,"1"
"5030",4,2,1361,1960,"1","0",-117.909653,33.729047,"1"
"13913",4,2,1976,1967,"0","0",-117.975766,33.735633,"1"
"3963",3,2,1176,1963,"0","0",-117.94321,33.92632,"1"
"14350",5,3,2872,2006,"0","0",-117.582198,33.486101,"2"
"3886",1,1,742,1989,"0","0",-117.899,33.6973,"1"
"19961",3,2.5,1655,1956,"0","0",-117.607245,33.417667,"1"
"19758",5,3,3243,2000,"0","1",-117.632565,33.571202,"2"
"9398",3,2,1195,1958,"0","0",-118.099854,33.747354,"2"
"18319",3,2,1780,1965,"0","0",-118.022564,33.705171,"1"
