"","bedroomcnt","calculatedbathnbr","calculatedfinishedsquarefeet","yearbuilt","taxvaluedollarcnt","poolcnt","hashottuborspa","Longitude","Latitude","cluster"
"1808",4,3,3172,1968,110256,"1","0",-117.788326,33.886347,"2"
"10970",3,2,1146,1962,468714,"0","0",-117.963955,33.737026,"2"
"10334",3,2,1056,1983,305862,"0","0",-118.006009,33.805817,"2"
"15374",2,2,1024,1972,193022,"0","0",-117.591489,33.412891,"2"
"6911",3,2,1273,1969,235463,"0","0",-117.712603,33.6266,"2"
"496",1,2,1054,1989,275661,"0","0",-117.718281,33.588343,"2"
"426",5,3,2324,1957,616379,"1","0",-118.083617,33.792336,"1"
"12611",3,2,1881,1965,164587,"0","0",-117.812894,33.792435,"2"
"11163",3,2.5,2132,1985,546900,"0","0",-118.025613,33.681694,"2"
"7950",2,2.5,1277,1987,429746,"0","0",-117.705418,33.576612,"2"
"7931",3,2,1335,1955,428209,"1","0",-117.927809,33.815343,"2"
"15706",3,2.5,2457,2003,616861,"0","0",-117.633899,33.54476,"1"
"17741",3,1.5,1212,1958,70497,"0","0",-117.898231,33.717852,"2"
"11174",2,2,808,1989,175070,"0","0",-117.586877,33.640902,"2"
"14530",4,2,1544,1971,399331,"0","0",-117.778891,33.691865,"2"
"1074",4,3.5,3451,1977,914006,"1","1",-117.772517,33.804014,"1"
"19486",2,2.5,1065,1991,238230,"0","0",-117.948481,33.927631,"2"
"5106",5,2.5,2112,1957,436051,"1","0",-117.923366,33.800804,"2"
"9696",4,2,1418,1955,360916,"0","0",-117.951882,33.864076,"2"
"18707",2,2,1940,1989,793500,"0","0",-117.585259,33.613257,"1"
"13955",3,2,1268,1959,59967,"0","0",-117.892603,33.769716,"2"
"1683",4,2,1767,1966,71669,"0","0",-117.814519,33.868204,"2"
"3467",4,4.5,4574,1987,1249000,"1","1",-117.585315,33.626023,"1"
"15067",2,1.5,1342,1935,308849,"0","0",-117.767845,33.531502,"2"
"2695",4,2.5,2271,1965,572730,"0","0",-117.854393,33.899306,"2"
"8301",3,2.5,1969,1999,442287,"0","0",-117.735528,33.571627,"2"
"102",3,2,989,1977,197292,"0","0",-117.932,33.8133,"2"
"13941",3,2,1184,1955,464955,"0","0",-118.014507,33.836819,"2"
"15902",1,1.5,1492,1980,415053,"0","0",-117.812613,33.671934,"2"
"1398",2,1,980,1987,401292,"0","0",-117.823724,33.746947,"2"
"4844",6,3.5,2725,1966,103059,"0","0",-117.959144,33.888549,"2"
"5351",3,2.5,2041,1965,124793,"1","0",-117.959638,33.894174,"2"
"3836",4,3,1749,1996,281899,"0","0",-117.975394,33.80205,"2"
"13463",4,5,3928,1965,860503,"0","1",-117.796767,33.549894,"1"
"10067",4,3,2764,1992,399914,"0","0",-118.109935,33.744839,"2"
"4530",3,1,1313,1950,229205,"1","0",-117.881758,33.722053,"2"
"5687",3,3,2724,1964,132405,"0","0",-117.815927,33.766114,"2"
"7656",3,2.5,2133,1991,343953,"0","0",-117.733345,33.864876,"2"
"6838",4,3,3350,1981,603408,"0","1",-117.760735,33.852672,"1"
"3175",4,2.5,2604,1975,406885,"0","0",-117.900759,33.710055,"2"
"13820",2,1,944,1930,123334,"0","0",-117.914675,33.827328,"2"
"3366",3,2.5,2004,1968,104289,"0","0",-117.93758,33.703498,"2"
"19604",3,2.5,1557,1987,294049,"0","0",-117.799267,33.731003,"2"
"3665",5,2.5,2510,1976,623100,"0","0",-118.032774,33.75828,"1"
"3146",3,2,1451,1948,566437,"0","0",-117.867793,33.872626,"2"
"4966",4,3.5,2603,2002,504513,"0","0",-117.816989,33.870784,"2"
"7276",2,2.5,1111,1993,193810,"0","0",-117.639444,33.658525,"2"
"9862",2,2,1197,1976,335934,"0","0",-117.868241,33.629077,"2"
"15414",4,3.5,2860,1966,463073,"0","0",-117.91496,33.943692,"2"
"8034",4,2,1375,1963,553311,"0","0",-117.90377,33.905713,"2"
"10532",2,2,972,1994,311979,"0","0",-117.739907,33.601618,"2"
"2095",1,1,669,1948,370738,"0","0",-118.01072,33.852661,"2"
"11418",3,2,1435,1962,788692,"1","1",-118.070025,33.790887,"1"
"14832",4,3,2244,1997,592933,"0","0",-117.733611,33.564031,"2"
"4274",2,2.5,1674,1978,411812,"0","0",-118.054177,33.729398,"2"
"15681",3,1,989,1965,243341,"0","0",-118.048372,33.815631,"2"
"8005",3,2,1486,1989,581969,"0","0",-117.650406,33.48914,"2"
"18551",5,2,1651,1964,97692,"0","0",-118.021189,33.742454,"2"
"18744",4,2,2012,1974,396844,"1","1",-118.035493,33.76792,"2"
"12388",4,3,2029,1965,337404,"0","0",-117.963475,33.721602,"2"
"1293",5,4,3075,1976,190424,"0","0",-117.60106,33.432851,"2"
"6798",3,2,1077,1954,94956,"0","0",-117.911458,33.644249,"2"
"5611",4,2.5,2858,1977,290739,"0","0",-117.68583,33.590905,"2"
"6110",3,3,2094,1950,467121,"0","0",-117.904926,33.636705,"2"
"2238",2,2,1230,1976,269379,"0","0",-118.009202,33.674845,"2"
"6481",2,1,720,1930,151063,"0","0",-117.861454,33.713176,"2"
"5604",4,2,1552,1958,218134,"0","0",-117.98326,33.851143,"2"
"17460",3,2,1931,1962,75029,"0","0",-117.810416,33.784573,"2"
"1399",2,2,1216,1985,425327,"0","0",-117.600901,33.445863,"2"
"10993",2,2,1062,2005,370000,"0","0",-117.889327,33.804313,"2"
"10142",3,2.5,2471,1961,592179,"1","1",-117.80086,33.880407,"2"
"5500",4,3.5,4134,2009,1436164,"1","0",-117.716918,33.704313,"1"
"7981",4,3,2163,1977,149363,"0","0",-117.681097,33.611861,"2"
"4384",3,2.5,1647,1973,129474,"0","0",-117.93598,33.627387,"2"
"12204",2,1.5,1138,1984,324583,"0","0",-117.839953,33.654883,"2"
"7359",3,2,1392,1957,378790,"0","0",-117.928105,33.795809,"2"
"4769",3,2.5,1587,1968,506000,"0","0",-118.058006,33.820114,"2"
"1431",2,2.5,1203,2003,317265,"0","0",-117.645394,33.554534,"2"
"16369",1,1,652,1979,139862,"0","0",-117.81,33.7459,"2"
"16209",4,2.5,2734,1985,407740,"0","0",-117.796655,33.837328,"2"
"7732",3,1.5,1153,1955,610000,"0","0",-117.925249,33.646844,"1"
"10306",3,2,1288,1963,351912,"0","0",-117.965063,33.683011,"2"
"13515",3,2.5,1280,1994,455994,"0","0",-117.789171,33.739311,"2"
"3631",3,2,1932,1957,458467,"0","0",-117.987965,33.887562,"2"
"994",6,2,2706,1956,336832,"0","0",-117.953529,33.820863,"2"
"2981",3,2,1820,1969,514602,"1","0",-117.664765,33.569634,"2"
"6295",3,2.5,2132,1987,399859,"0","0",-118.024368,33.682017,"2"
"2845",3,2.5,1587,1967,362437,"0","0",-118.06133,33.819646,"2"
"12729",3,2.5,1296,1996,307054,"0","0",-117.733134,33.581005,"2"
"19751",4,1.5,1187,1959,490000,"0","0",-118.014706,33.816462,"2"
"15717",1,1,600,1963,96667,"0","0",-117.959203,33.673149,"2"
"18876",2,2.5,1599,1960,386274,"0","0",-117.889029,33.65827,"2"
"8234",4,3,2866,1996,636185,"0","0",-117.582604,33.585425,"1"
"2831",3,2.5,1200,1990,414353,"0","0",-117.649605,33.572695,"2"
"13131",5,2.5,2329,1967,912709,"0","0",-117.703848,33.633865,"1"
"16571",2,1,882,1964,150602,"0","0",-117.81995,33.889458,"2"
"2054",3,2,1427,1962,330632,"0","0",-117.878322,33.895104,"2"
"14504",3,2,1281,1989,308688,"0","0",-117.80332,33.732418,"2"
"1068",3,2.5,1823,1994,660000,"0","0",-117.644282,33.592151,"1"
"896",4,2.5,1652,1965,218666,"0","0",-117.979165,33.706919,"2"
"8158",3,3,2604,1993,496903,"1","1",-117.641439,33.469942,"2"
"7293",4,2.5,2871,1979,403304,"0","0",-117.959647,33.915499,"2"
"15569",2,2.5,1299,1979,353000,"0","0",-117.928337,33.748672,"2"
"19757",3,2.5,1628,1993,281685,"0","0",-117.895,33.9171,"2"
"1514",4,4.5,3786,2005,1301139,"1","1",-117.63734,33.539653,"1"
"10439",5,5,4812,1990,963672,"1","1",-117.842851,33.637557,"1"
"13167",3,1,1240,1954,220589,"0","0",-117.917692,33.784808,"2"
"4289",3,3,2077,1959,899580,"0","1",-118.073252,33.792162,"1"
"131",4,2.5,2869,1999,724141,"1","1",-117.786257,33.747405,"1"
"6319",4,4,2821,1967,453314,"1","1",-118.00425,33.726035,"2"
"17450",4,3,2371,1984,613737,"0","0",-117.799374,33.667164,"1"
"15926",4,2.5,2767,1999,617641,"0","0",-117.772362,33.825684,"1"
"15253",2,2,921,2001,335000,"0","0",-117.832,33.8704,"2"
"9303",3,2.5,2190,1972,392104,"1","0",-117.817902,33.829034,"2"
"7088",4,3,2324,1976,173023,"0","0",-117.645996,33.602504,"2"
"13844",3,2.5,1538,1994,489519,"0","0",-117.720958,33.556981,"2"
"12469",4,2,1488,1962,616143,"0","1",-117.878336,33.89557,"1"
"8659",4,2,1949,1987,167711,"0","0",-117.809281,33.78434,"2"
"1770",6,3,2589,1976,389797,"1","0",-117.968691,33.69429,"2"
"12169",2,2,931,1973,107262,"1","0",-117.961,33.9199,"2"
"13117",2,2,882,1990,357259,"0","0",-117.761,33.786,"2"
"11482",4,2,1829,1963,70376,"0","0",-117.835514,33.892046,"2"
"4648",4,2.5,2715,1999,589443,"0","0",-117.783235,33.663413,"2"
"11058",3,1.5,1426,1965,205263,"0","0",-118.048308,33.81616,"2"
"1274",4,3,2418,1969,755939,"0","0",-117.953783,33.894738,"1"
"17082",4,2,1605,1963,451453,"1","0",-117.87443,33.83461,"2"
"14672",3,2,1001,1960,317810,"0","0",-117.947684,33.628066,"2"
"7977",2,2,1326,1977,218448,"0","0",-117.734,33.603,"2"
"19452",4,2.5,2995,1977,270983,"1","0",-117.794309,33.791165,"2"
"10799",3,2,1144,1960,241434,"0","0",-117.967648,33.733166,"2"
"13085",3,2.5,1782,1989,459055,"0","0",-117.703832,33.510904,"2"
"13524",2,2.5,1429,1986,406185,"0","0",-117.639707,33.644095,"2"
"13716",3,1.5,1121,1976,440101,"0","0",-117.803227,33.682442,"2"
"8008",4,4,2758,2003,1185092,"0","0",-117.711781,33.478064,"1"
"9725",5,2.5,2209,1967,90742,"0","0",-118.012964,33.705974,"2"
"7329",4,2.5,3222,1974,473427,"1","0",-117.768697,33.776844,"2"
"17504",3,2.5,1484,1986,235502,"0","0",-117.672387,33.65556,"2"
"10629",3,2,1240,1964,352584,"0","0",-117.968234,33.731996,"2"
"3642",3,2,1903,1958,236241,"0","0",-117.90203,33.849683,"2"
"12238",4,2.5,2125,1963,88438,"1","0",-117.850221,33.887816,"2"
"12217",3,2,1893,1980,299383,"0","0",-117.700248,33.554131,"2"
"11474",5,2,1836,1968,82254,"0","0",-117.863981,33.88281,"2"
"12537",4,3.5,2575,2014,795117,"0","0",-117.847858,33.910635,"1"
"13933",3,2,1229,1958,381640,"0","0",-117.985427,33.823948,"2"
"15781",5,3,3194,2000,583554,"0","0",-117.632683,33.661883,"2"
"16488",4,2.5,1822,1972,733157,"0","0",-117.995129,33.694445,"1"
"11985",5,3,2246,1967,287977,"0","0",-117.672328,33.612585,"2"
"4184",3,1.5,1068,1973,329470,"0","0",-117.796519,33.863924,"2"
"19579",5,4.5,2867,2003,852961,"0","0",-117.62127,33.45558,"1"
"1596",4,3,2062,1977,295960,"1","0",-117.835974,33.786773,"2"
"980",3,2,1763,1963,74734,"0","0",-117.961037,33.724528,"2"
"5963",4,2.5,2106,1965,115999,"0","0",-117.870526,33.637362,"2"
"13388",3,3,1907,2001,402454,"0","0",-117.777351,33.718314,"2"
"7414",3,2,2096,1977,228741,"0","0",-117.970269,33.890891,"2"
"3910",4,3,2763,1988,777077,"0","0",-117.692556,33.491337,"1"
"306",4,3,2684,1992,918848,"0","0",-117.659881,33.689405,"1"
"13240",5,4.5,4052,1998,927837,"0","0",-117.750246,33.726235,"1"
"10020",2,1,853,1946,39082,"0","0",-117.97614,33.867184,"2"
"19045",2,1,864,1980,56400,"0","0",-117.874,33.7463,"2"
"13841",4,3,2222,2002,743000,"0","0",-117.635751,33.546455,"1"
"14524",5,2.5,2299,1994,497093,"0","0",-117.643741,33.585366,"2"
"16181",3,2.5,1345,1993,208036,"0","0",-117.720917,33.583172,"2"
"3480",4,2,1416,1955,510670,"0","0",-117.953646,33.857345,"2"
"7952",5,3,2697,1960,126165,"1","1",-117.817172,33.774922,"2"
"9581",4,2,1789,1956,244994,"0","1",-117.991155,33.850196,"2"
"14642",3,2,1801,1965,465475,"0","0",-117.879702,33.686704,"2"
"10709",3,2.5,1785,2005,721506,"0","0",-117.75436,33.694694,"1"
"260",4,2,1906,1963,513794,"0","0",-117.949902,33.685844,"2"
"10476",4,2.5,2271,1972,117067,"0","0",-117.953276,33.668167,"2"
"7149",3,3,2361,1950,277626,"0","0",-117.910333,33.61006,"2"
"16972",3,2.5,2292,2002,838751,"1","1",-117.720456,33.501605,"1"
"17957",3,2,1877,1976,738000,"1","1",-117.789559,33.809975,"1"
"2672",3,2,1104,1995,187270,"0","0",-117.650941,33.681903,"2"
"245",3,2.5,2418,1976,376170,"0","0",-117.741468,33.839477,"2"
"2033",2,2,1270,1967,57676,"0","0",-117.824589,33.661148,"2"
"9608",3,2.5,2284,1985,366228,"0","0",-117.645317,33.498802,"2"
"15124",3,2,1336,1967,540464,"0","0",-117.945238,33.690773,"2"
"1131",4,2.5,1959,1978,172554,"0","0",-117.95854,33.914971,"2"
"16122",3,2.5,2248,2000,738000,"0","0",-117.63504,33.469166,"1"
"2801",4,3,2246,1990,415441,"0","0",-117.585655,33.639587,"2"
"13812",3,2.5,1372,1995,498000,"0","0",-117.592702,33.637747,"2"
"12140",3,2.5,1615,1974,203822,"0","0",-117.66717,33.538744,"2"
"12614",3,2,1689,1964,118177,"0","0",-117.881651,33.635295,"2"
"11894",3,3,1667,2010,558387,"0","0",-117.7176,33.695564,"2"
"5543",3,2,1693,1965,917000,"0","0",-117.595606,33.41486,"1"
"5232",4,3,2615,1994,885381,"0","0",-117.590691,33.441647,"1"
"1728",4,2.5,2616,1985,746760,"1","0",-117.766834,33.893519,"1"
"8049",4,2.5,1841,1965,637246,"1","0",-117.975827,33.686976,"1"
"13891",4,2.5,1893,1982,459783,"0","0",-117.861267,33.828831,"2"
"18505",4,2,1976,1963,289996,"0","0",-117.843677,33.800295,"2"
"8342",4,2,1451,1963,168139,"0","0",-118.05735,33.841142,"2"
"1690",4,3.5,3773,1996,668632,"0","1",-117.754829,33.722668,"1"
"13126",5,3.5,2293,2004,828444,"0","0",-117.640913,33.537645,"1"
"159",5,2,1689,1959,351228,"0","0",-117.892195,33.773749,"2"
"17698",3,2.5,2027,2006,910205,"0","0",-117.754418,33.693204,"1"
"9625",2,2,1973,1980,967418,"0","0",-117.801263,33.634765,"1"
"14939",3,2.5,2460,1978,1573637,"1","0",-117.864613,33.605388,"1"
"2143",3,1.5,1258,1956,212208,"0","0",-117.994676,33.836967,"2"
"3249",3,2,1661,1955,280659,"0","0",-117.914571,33.682998,"2"
"14199",3,2.5,1859,2012,692625,"0","0",-117.733862,33.703786,"1"
"17553",2,2,1157,1963,3e+05,"0","0",-117.922,33.856,"2"
"6697",4,2.5,2494,1966,109263,"0","0",-117.984436,33.683372,"2"
"733",4,3,2589,1951,2017755,"1","1",-117.863545,33.591451,"1"
"13498",4,2,1752,1968,482241,"0","0",-117.868462,33.899178,"2"
"15014",2,2,1194,1953,81786,"0","0",-117.753034,33.515728,"2"
"11005",3,2.5,2497,2000,673767,"0","0",-118.079374,33.784825,"1"
"16834",2,2,1122,1974,225238,"1","0",-117.714391,33.534323,"2"
"17687",3,3,2825,1989,795780,"1","1",-117.800459,33.735773,"1"
"15799",4,2.5,1682,2002,384215,"0","0",-117.991145,33.791529,"2"
"17789",2,2,1907,1992,716000,"0","0",-117.666756,33.689503,"1"
"7919",4,2,1926,1979,583367,"0","0",-117.667006,33.641313,"2"
"15793",2,1,881,1981,163348,"0","0",-118.048,33.8386,"2"
"9423",3,1.5,1010,1955,221080,"0","0",-117.888715,33.729857,"2"
"9100",3,2,1911,1952,552000,"0","0",-117.944317,33.945006,"2"
"12511",4,2,1527,1962,672000,"0","0",-118.017499,33.743953,"1"
"15664",1,1,800,1971,235000,"0","0",-117.960549,33.922737,"2"
"8332",2,1,1046,1946,45197,"0","0",-117.862976,33.716447,"2"
"19611",3,2,1251,1960,120057,"0","0",-117.933715,33.739212,"2"
"9272",4,3,1872,1978,281364,"0","0",-117.71173,33.623322,"2"
"14924",3,2.5,1384,1985,315394,"0","0",-117.798817,33.671643,"2"
"5742",2,1,866,1957,396000,"0","0",-117.903231,33.835096,"2"
"8238",1,1,690,1986,249751,"0","0",-117.705052,33.56747,"2"
"5574",2,2.5,1274,1994,360752,"0","0",-117.765799,33.756478,"2"
"16577",2,2,990,1978,456862,"1","0",-117.787213,33.684766,"2"
"9124",4,3,2161,2014,683993,"0","0",-117.898484,33.651709,"1"
"5054",3,2.5,1450,1991,248941,"0","0",-117.907631,33.836348,"2"
"5256",3,2,1326,1945,262137,"0","0",-117.869083,33.876546,"2"
"13629",4,4,3028,1989,790050,"0","0",-117.694462,33.492483,"1"
"5573",4,3.5,3984,1986,2062282,"0","0",-117.811041,33.638189,"1"
"3703",4,2.5,2104,1999,624421,"0","0",-117.637175,33.468293,"1"
"7974",1,1,640,1971,197000,"0","0",-117.960639,33.924439,"2"
"8706",3,2.5,1485,1996,238698,"0","0",-117.735549,33.566284,"2"
"12827",3,2,1071,1960,63952,"0","0",-117.905471,33.733308,"2"
"16799",3,2,1768,1974,364042,"0","0",-117.953606,33.74563,"2"
"15487",1,1,1140,1954,288916,"0","0",-117.620888,33.427567,"2"
"1852",3,1.5,1052,1972,226118,"0","0",-117.870572,33.705779,"2"
"10963",5,4.5,4069,1997,771175,"1","1",-117.620075,33.589676,"1"
"10172",3,3,2700,1991,515054,"0","0",-117.804558,33.637398,"2"
"5771",4,3,2518,1997,631421,"0","0",-117.582221,33.584733,"1"
"13795",2,2,693,1985,171887,"0","0",-117.673,33.6237,"2"
"14717",4,3,2649,1987,480184,"1","0",-117.761948,33.900861,"2"
"13854",3,2,1205,1959,347659,"0","0",-118.005111,33.807539,"2"
"2941",5,3,2464,1977,316599,"0","0",-117.907329,33.938515,"2"
"15334",3,1.5,1032,1959,422081,"0","0",-118.015359,33.815259,"2"
"16492",4,3.5,2599,2014,1063251,"0","0",-117.720583,33.698599,"1"
"18518",3,2.5,1846,1981,745000,"0","0",-117.810782,33.674731,"1"
"9577",2,2,1898,1978,515758,"0","1",-117.802276,33.635853,"2"
"17796",4,3,2421,1993,415441,"0","0",-117.781309,33.744599,"2"
"6760",3,1,1469,1946,74740,"1","0",-117.864921,33.790285,"2"
"5640",4,3,1881,1966,375120,"0","0",-117.951032,33.659735,"2"
"11850",4,2.5,2217,1975,152729,"0","0",-117.762437,33.84805,"2"
"2040",3,3,2444,1977,361355,"0","0",-117.708026,33.641998,"2"
"7105",3,2.5,1510,1997,427413,"0","0",-117.846191,33.8696,"2"
"15402",2,1,1056,1984,447000,"0","0",-117.707105,33.588931,"2"
"16056",4,2.5,2481,1969,630216,"0","0",-117.857415,33.601826,"1"
"4247",3,2,1790,1965,402063,"1","0",-117.864657,33.841869,"2"
"13999",4,3,2732,1968,111939,"1","0",-117.970056,33.707839,"2"
"13245",4,2,1696,1959,641631,"0","0",-118.078969,33.778068,"1"
"2430",3,2.5,2228,1960,112555,"0","0",-117.898153,33.883356,"2"
"3930",2,2,1398,1972,538477,"0","0",-117.737,33.609,"2"
"4066",2,2.5,1605,2012,416376,"0","0",-117.727356,33.578836,"2"
"16671",4,2,1836,1971,448164,"1","1",-117.665178,33.618234,"2"
"18136",2,1.5,904,1983,143891,"0","0",-117.900844,33.915731,"2"
"8450",4,3,2124,1977,312152,"0","0",-117.97644,33.779486,"2"
"4002",5,3.5,2992,1966,312866,"1","0",-117.884494,33.832117,"2"
"8109",4,2.5,2104,1970,612195,"0","0",-118.042107,33.846006,"1"
"18938",3,1.5,1344,1962,216224,"1","1",-118.043044,33.814667,"2"
"14397",3,2,2050,2001,698985,"0","0",-117.586192,33.460527,"1"
"10565",4,2,1500,1968,606000,"0","0",-117.703383,33.623785,"1"
"8843",4,2,1463,1974,331073,"0","0",-117.656883,33.626883,"2"
"17375",3,2,2037,1965,635000,"1","0",-117.693275,33.609988,"1"
"17362",3,2,1922,1975,294383,"0","0",-117.789939,33.689679,"2"
"7303",3,1.5,1148,1955,76650,"0","0",-117.893268,33.82448,"2"
"19830",4,2.5,2302,1998,530519,"0","0",-117.624465,33.584915,"2"
"10289",2,1,1567,1952,574631,"0","1",-117.957632,33.771978,"2"
"158",4,2.5,2277,1974,616079,"0","0",-118.03692,33.759838,"1"
"5997",2,2,1007,1972,243350,"0","0",-117.841,33.7539,"2"
"10947",2,2,823,1986,310660,"0","0",-117.599,33.4466,"2"
"9818",4,2.5,1562,1964,467783,"1","0",-118.060402,33.815737,"2"
"18114",4,3,2596,1987,529723,"0","0",-117.675584,33.641079,"2"
"14446",3,2,1942,1964,82398,"0","0",-117.844275,33.803395,"2"
"5928",3,3,3216,1979,582981,"0","0",-117.761318,33.702033,"2"
"2399",2,2,1063,1990,276732,"0","0",-117.721855,33.575318,"2"
"15915",4,2,2105,1964,81322,"0","0",-117.709163,33.619935,"2"
"19832",4,3,2187,1964,358940,"0","0",-117.794369,33.885266,"2"
"362",5,4.5,4369,1997,1156538,"1","1",-117.692606,33.504552,"1"
"1984",2,1,1192,1971,67015,"0","0",-117.783498,33.702127,"2"
"7699",3,1.5,1639,1955,99766,"0","0",-117.886174,33.737473,"2"
"14514",4,2.5,2800,1966,404383,"0","0",-117.984187,33.683325,"2"
"8632",4,4.5,3572,2000,770568,"0","0",-117.971115,33.90841,"1"
"8644",5,3,2654,1998,976000,"0","0",-117.979574,33.875239,"1"
"5047",6,3,2809,1964,107964,"0","0",-117.811189,33.771414,"2"
"604",3,2.5,1868,2012,689693,"0","0",-117.758071,33.647807,"1"
"1509",3,2,1581,1964,496134,"0","0",-117.809647,33.86697,"2"
"16068",3,2,2056,1973,94179,"0","0",-117.946909,33.897111,"2"
"19677",3,1.5,1383,1956,334636,"1","0",-117.985545,33.697722,"2"
"1767",3,2.5,2119,1978,505287,"0","0",-117.8912,33.932403,"2"
"5132",3,2.5,1717,1979,231720,"0","1",-117.684114,33.629533,"2"
"6157",3,2,1356,1986,259016,"0","0",-117.684475,33.658049,"2"
"1332",2,2.5,1029,1995,434040,"0","0",-117.722478,33.554168,"2"
"8246",1,1,931,1989,197292,"0","0",-117.704,33.5769,"2"
"10923",6,3,3528,1964,191459,"0","0",-117.893156,33.720472,"2"
"18827",2,2,1474,2007,532600,"0","0",-117.846978,33.67467,"2"
"3421",3,2.5,2605,1979,352141,"0","0",-117.995935,33.65811,"2"
"17586",3,2.5,2132,2002,471765,"0","0",-117.608463,33.455017,"2"
"8778",5,3.5,2803,1959,588744,"0","0",-117.981283,33.760122,"2"
"2624",1,1.5,1078,2008,102903,"0","0",-117.818129,33.712602,"2"
"7690",2,2,1933,1997,313601,"0","0",-117.625711,33.652453,"2"
"19592",2,2,1285,1971,812353,"0","0",-117.716808,33.474962,"1"
"14713",1,1,858,1980,287000,"0","0",-117.91713,33.88636,"2"
"19241",4,3,2928,1984,605869,"1","0",-117.781346,33.821322,"1"
"2970",4,2.5,2439,1987,411348,"1","0",-117.584607,33.614163,"2"
"3032",3,2,1828,1973,659912,"0","0",-117.828279,33.830679,"1"
"5723",6,3,2437,1957,405869,"0","0",-117.988457,33.883163,"2"
"6618",4,2.5,2602,1977,210300,"1","0",-117.651079,33.636424,"2"
"4366",4,3,3365,1975,2100000,"0","0",-118.057249,33.726768,"1"
"6846",3,2.5,1665,1986,272766,"0","0",-117.750234,33.596728,"2"
"8721",3,1.5,1085,1953,380736,"0","0",-117.904631,33.868839,"2"
"19144",3,2.5,2036,1979,354594,"0","0",-117.639378,33.607505,"2"
"2767",4,3,2498,1975,281478,"1","0",-117.747506,33.83675,"2"
"9879",2,1.5,1080,1974,244038,"1","0",-117.891473,33.927824,"2"
"1717",6,4,3483,1971,307193,"1","0",-117.869803,33.892993,"2"
"1355",6,4,4382,1980,1150500,"1","0",-117.766798,33.883052,"1"
"10752",3,2,2040,1956,220358,"0","0",-118.000931,33.768122,"2"
"14985",5,2.5,1659,1964,337694,"0","0",-118.056943,33.813324,"2"
"13691",4,2,1630,1955,63114,"0","0",-118.003019,33.834277,"2"
"19130",3,3,2392,1986,712127,"0","0",-117.731082,33.507454,"1"
"14896",3,2,1336,1952,287203,"1","0",-117.896269,33.827962,"2"
"17628",3,2,1801,1985,281427,"0","0",-117.680118,33.55049,"2"
"6832",1,1,676,1977,172947,"0","0",-117.882,33.9045,"2"
"2610",4,3.5,3726,1986,721975,"1","0",-117.815023,33.808334,"1"
"4570",4,2.5,1868,1999,355158,"0","0",-117.977835,33.756923,"2"
"15087",2,2,1007,1972,135073,"0","0",-117.842,33.7554,"2"
"12310",3,2,1465,1978,387004,"1","0",-117.758499,33.7084,"2"
"33",3,2,1320,1968,501083,"0","0",-117.669912,33.616231,"2"
"14022",3,2,1693,1964,315417,"0","0",-117.829019,33.792625,"2"
"9001",5,3.5,4094,1990,957769,"1","1",-117.736205,33.889951,"1"
"3985",4,3,2160,1996,743251,"0","0",-117.956236,33.676511,"1"
"7150",3,2,1124,1973,191195,"0","0",-117.666408,33.50783,"2"
"10335",4,3,3091,1987,647562,"1","0",-117.694908,33.504934,"1"
"10745",4,2,1574,1971,366129,"0","0",-118.028522,33.795315,"2"
"476",2,2,912,1985,173479,"0","0",-117.956216,33.789801,"2"
"6801",2,2,978,1984,156065,"0","0",-117.896,33.6976,"2"
"19968",3,2,1731,1927,351502,"0","0",-117.873237,33.764254,"2"
"11086",5,3,2399,1995,458585,"0","0",-117.800594,33.692874,"2"
"6089",3,1.5,1049,1958,203616,"0","0",-117.908726,33.776826,"2"
"5732",3,2.5,1610,1980,255621,"0","0",-117.799675,33.633797,"2"
"3099",2,2.5,1270,1988,286063,"0","0",-117.702465,33.581736,"2"
"17393",3,2.5,1841,1977,337695,"0","1",-117.704995,33.552391,"2"
"9498",3,2.5,2080,1977,379970,"0","0",-117.789268,33.682791,"2"
"176",3,2,1304,1967,475416,"0","0",-118.034849,33.819896,"2"
"11415",4,3,2339,2012,748256,"0","0",-117.723407,33.70386,"1"
"13494",3,1.5,1092,1954,193255,"0","0",-117.916474,33.866105,"2"
"1648",4,2,1775,1963,285727,"0","0",-117.895598,33.906734,"2"
"4177",3,2.5,1585,1981,311985,"0","0",-117.810463,33.668196,"2"
"1721",2,2,1252,1988,188174,"0","0",-117.731775,33.883771,"2"
"3748",2,2,1166,1969,392583,"1","0",-117.722446,33.530295,"2"
"16137",2,1,952,1960,421958,"0","0",-117.909315,33.640423,"2"
"882",2,2,971,1989,401023,"0","0",-117.735553,33.84469,"2"
"11503",3,2,1323,1963,759407,"0","0",-118.067535,33.791951,"1"
"2808",2,2,1911,1976,960777,"0","1",-117.861402,33.605864,"1"
"14451",4,2.5,2086,1979,860000,"0","0",-117.75321,33.715808,"1"
"1410",3,2.5,1179,1979,332571,"0","0",-117.781367,33.867917,"2"
"1033",3,3,2577,1997,1109578,"0","0",-118.003585,33.690259,"1"
"3356",3,1.5,1110,1959,263652,"0","0",-118.024518,33.787315,"2"
"14031",2,2,1409,1976,103141,"0","0",-117.650251,33.453034,"2"
"6191",4,3,2058,1977,276167,"0","0",-117.645373,33.641827,"2"
"61",4,2.5,2145,2003,510725,"0","0",-117.644097,33.553315,"2"
"10520",3,2,1141,1971,292000,"0","0",-117.667056,33.509686,"2"
