"","bedroomcnt","calculatedbathnbr","calculatedfinishedsquarefeet","yearbuilt","taxvaluedollarcnt","poolcnt","hashottuborspa","Longitude","Latitude","cluster"
"11432",4,1.5,1747,1963,91415,"0","0",-119.0522,34.24594,"1"
"19805",5,3,2661,1997,797358,"0","0",-118.821,34.21512,"2"
"14230",4,2,1308,1962,248858,"0","0",-119.1625,34.22548,"1"
"17528",3,2,1579,1979,213378,"0","0",-118.9811,34.22654,"1"
"13020",4,3,2863,2001,703000,"0","0",-119.0785,34.22386,"2"
"17003",4,2.5,2042,2007,499000,"0","0",-119.1695,34.24594,"1"
"11216",4,3,3048,1988,661390,"1","0",-118.7629,34.17593,"2"
"6286",3,2,2623,1976,573705,"1","0",-119.2567,34.45448,"2"
"19442",3,2,1234,1978,198846,"0","0",-118.9068,34.1817,"1"
"18129",2,2,1108,1986,230104,"0","0",-119.1672,34.27555,"1"
"6976",4,3,2005,1972,675140,"0","0",-118.859,34.22193,"2"
"10312",3,1,928,1954,42892,"0","0",-119.1861,34.15894,"1"
"10821",4,2.5,1796,1965,89989,"0","0",-119.0543,34.23079,"1"
"16545",4,2,1918,1976,216149,"0","0",-118.894,34.17846,"1"
"17154",5,2.5,2320,1964,76547,"0","0",-119.175,34.27301,"1"
"17291",4,2,1299,1955,176680,"0","0",-119.1879,34.17979,"1"
"18689",3,2,1570,1960,299892,"0","0",-119.2243,34.27062,"1"
"6075",2,1,892,1971,97831,"0","0",-119.2179,34.1799,"1"
"17158",4,2,1315,1963,314062,"0","0",-118.7733,34.25874,"1"
"14683",3,2,1538,1951,55818,"0","0",-119.179,34.20908,"1"
"7678",4,3,1629,1971,348473,"0","0",-119.1605,34.1585,"1"
"1379",3,1,1115,1952,150953,"0","0",-119.1905,34.2047,"1"
"3399",3,2,1085,1964,62652,"0","0",-119.2018,34.18062,"1"
"1479",4,2,1199,1962,189935,"0","0",-119.1697,34.16794,"1"
"11599",4,2.5,2856,2006,720000,"0","0",-118.8697,34.29589,"2"
"18179",4,3,2952,1982,170917,"0","0",-118.7407,34.25971,"1"
"4951",2,2,963,1974,103582,"0","0",-119.2179,34.26406,"1"
"1987",4,3.5,3306,2001,862657,"1","0",-118.8315,34.22362,"2"
"16736",2,2,1440,1982,199610,"0","0",-119.1964,34.2653,"1"
"12906",2,2,1149,1972,70421,"0","0",-118.8265,34.15105,"1"
"14798",3,2,1434,1964,519442,"1","0",-118.7071,34.29145,"2"
"95",4,2,1401,1954,183235,"0","0",-119.0795,34.33941,"1"
"19106",3,3,2822,2003,733584,"0","0",-118.9854,34.17701,"2"
"1854",1,1,740,1985,136791,"0","0",-118.768,34.1822,"1"
"14100",4,2.5,2291,2002,642029,"0","0",-119.0105,34.23597,"2"
"3745",2,2,1013,1976,185678,"0","0",-119.1822,34.22575,"1"
"15980",2,2,1182,1985,252069,"0","0",-118.8498,34.29653,"1"
"4347",4,3,2154,1976,387984,"0","0",-118.8979,34.17369,"1"
"6148",3,3,1746,2005,479000,"0","0",-118.715,34.2894,"1"
"7811",3,2,1267,1950,466000,"0","0",-119.045,34.21557,"1"
"9956",3,2,1308,1979,349407,"0","0",-119.2878,34.30446,"1"
"4905",4,3.5,3690,1985,1512489,"1","0",-118.8055,34.19034,"2"
"7429",3,2,1632,1965,120479,"0","0",-118.7657,34.25225,"1"
"4637",3,2.5,1825,2001,400008,"0","0",-119.0108,34.23877,"1"
"798",4,3,1893,1959,113593,"0","0",-119.1877,34.16796,"1"
"17730",4,2.5,2505,1968,347557,"0","0",-119.2612,34.25672,"1"
"19806",4,3,2686,1960,101219,"0","0",-119.1917,34.17865,"1"
"8556",3,2.5,1493,1960,239716,"0","0",-119.0268,34.22625,"1"
"8314",3,2,1556,1948,245368,"1","0",-119.0825,34.3438,"1"
"13138",4,2,1541,1972,71905,"1","0",-118.6711,34.27341,"1"
"4178",2,1,826,1976,289345,"0","0",-118.8477,34.20694,"1"
"15484",4,4,3630,1988,825478,"1","0",-118.6869,34.2075,"2"
"13067",4,2,2026,1974,242748,"0","0",-119.1663,34.15787,"1"
"18414",4,2,1587,1971,61680,"0","0",-119.1605,34.15884,"1"
"10962",3,2,1296,1974,200530,"0","0",-119.1932,34.26577,"1"
"3563",3,1,2106,1913,847849,"0","0",-119.2588,34.44253,"2"
"9379",3,2,1334,1989,360637,"0","0",-118.8394,34.30289,"1"
"3000",6,4.5,4491,1996,925153,"0","0",-118.9718,34.24408,"2"
"13539",3,2.5,1654,2007,473000,"0","0",-119.1819,34.27299,"1"
"2860",4,3,1935,1980,413672,"0","0",-118.956,34.17851,"1"
"18765",4,2.5,2370,1976,676000,"1","0",-119.0622,34.2334,"2"
"14148",3,1,1108,1954,390082,"0","0",-119.2355,34.45436,"1"
"17270",4,3,3159,2001,1015198,"0","0",-118.9889,34.16768,"2"
"13375",3,2,1043,1957,268440,"0","0",-119.1791,34.16626,"1"
"17896",5,3,3143,1966,318752,"1","0",-118.9266,34.17684,"1"
"1585",4,2,2006,1985,275849,"0","0",-118.7324,34.28326,"1"
"8800",4,3.5,3518,1986,862961,"1","0",-118.8407,34.21609,"2"
"19620",3,2,1344,1987,401000,"0","0",-118.9115,34.4074,"1"
"3707",3,1.5,1470,1976,107271,"0","0",-119.2434,34.19479,"1"
"6136",4,3,3116,2000,904739,"1","0",-118.9364,34.17549,"2"
"3361",2,2.5,1616,1985,725903,"0","0",-119.2869,34.28423,"2"
"10590",3,1.5,1138,1957,87549,"0","0",-119.2167,34.28107,"1"
"14157",3,3,3278,1999,1269061,"1","0",-118.9824,34.1583,"2"
"16371",3,1,996,1963,456861,"0","0",-119.2895,34.31202,"1"
"1693",3,1,1331,1956,99435,"0","0",-119.2376,34.27258,"1"
"17086",2,2,1504,1986,302235,"0","0",-118.8146,34.24935,"1"
"408",4,2.5,1517,1994,416085,"0","0",-119.1518,34.29571,"1"
"13877",4,2,1718,1965,170493,"0","0",-119.0506,34.22382,"1"
"6269",2,2,879,1981,151236,"0","0",-118.761,34.2675,"1"
"17295",5,3.5,2664,1978,726754,"1","0",-118.7753,34.24857,"2"
"15023",3,2,1583,1961,546000,"0","0",-119.2974,34.41936,"2"
"7954",4,3,2160,1981,295946,"0","0",-118.8585,34.22575,"1"
"10092",4,2.5,2035,1990,446889,"0","0",-118.7849,34.17364,"1"
"16074",4,2.5,3339,1977,759366,"1","0",-119.0686,34.24445,"2"
"5120",3,2.5,1501,1982,205094,"0","0",-118.867,34.21432,"1"
"6",3,2.5,2012,1976,514070,"1","0",-119.1674,34.29586,"2"
"9715",4,2.5,1824,1965,482243,"0","0",-118.8619,34.18325,"1"
"12768",3,2.5,1662,1980,309167,"0","0",-118.9207,34.18541,"1"
"13568",2,2.5,1693,1988,353373,"0","0",-118.7915,34.18003,"1"
"18332",3,2.5,1204,1998,288485,"0","0",-119.1794,34.1961,"1"
"10737",4,2,1699,1970,82151,"0","0",-119.0144,34.23725,"1"
"6355",5,3,2623,1971,172184,"0","0",-118.8458,34.14945,"1"
"2517",3,3,2154,1976,736000,"1","0",-118.8993,34.17413,"2"
"4122",5,3.5,3192,1983,689900,"0","0",-118.9029,34.27448,"2"
"2120",3,2,1558,1962,297504,"0","0",-119.1916,34.21581,"1"
"2328",3,2,1384,2010,297510,"0","0",-119.1723,34.24923,"1"
"16431",3,2,1445,1971,67722,"0","0",-119.1968,34.25921,"1"
"13965",3,2.5,3002,2003,839024,"1","0",-118.9701,34.17957,"2"
"10645",3,2,1222,1950,62410,"0","0",-119.1743,34.17707,"1"
"5889",3,2.5,1463,1985,471000,"0","0",-118.6879,34.2766,"1"
"9348",3,2,1359,2006,413000,"0","0",-119.2057,34.25944,"1"
"11631",4,2,1561,1964,505000,"1","0",-118.7375,34.25193,"1"
"1281",3,3,2717,1965,726681,"1","0",-119.2372,34.18914,"2"
"15486",2,2,1383,1984,251597,"0","0",-119.1964,34.18916,"1"
"417",2,2.5,1263,1986,157112,"0","0",-119.2921,34.30404,"1"
"6386",2,1,903,1971,210000,"0","0",-118.914,34.18734,"1"
"123",2,2,967,1973,130406,"0","0",-119.2047,34.17621,"1"
"10251",2,2.5,1131,1981,177433,"0","0",-118.673,34.2703,"1"
"3569",2,2.5,1444,1980,352000,"0","0",-119.1735,34.26291,"1"
"2735",3,2,2035,1998,716000,"0","0",-118.9125,34.19639,"2"
"14974",4,2.5,1455,1981,179368,"0","0",-118.8469,34.29711,"1"
"12261",2,1,840,1974,241618,"0","0",-118.993,34.22343,"1"
"18091",2,1,870,1947,119167,"0","0",-118.7061,34.27946,"1"
"9554",4,4,3062,1962,1080569,"0","0",-119.2424,34.18988,"2"
"6428",3,2,1241,1973,59051,"0","0",-118.8561,34.29427,"1"
"14160",3,2,1278,1961,89719,"0","0",-118.7494,34.27837,"1"
"9105",3,2,1763,1970,308684,"0","0",-118.8421,34.21198,"1"
"17429",1,2,1322,1976,483705,"0","0",-119.2722,34.43919,"1"
"15869",2,1,726,1956,232690,"0","0",-119.1676,34.23021,"1"
"18843",2,1,892,1971,181215,"0","0",-119.2198,34.17994,"1"
"15880",2,2,1126,1981,283496,"0","0",-119.2106,34.18002,"1"
"11582",3,1,1456,1956,441633,"0","0",-119.4481,34.36678,"1"
"13930",4,3,2017,1976,593617,"0","0",-118.8451,34.21999,"2"
"9",3,1,1697,1910,360748,"0","0",-119.1846,34.20255,"1"
"17564",3,2.5,1828,1951,598243,"0","0",-119.2689,34.26133,"2"
"7688",4,2,2191,1970,668881,"1","0",-118.8367,34.13942,"2"
"14276",3,2,1306,1961,395018,"0","0",-119.2646,34.43747,"1"
"6371",4,2,1746,1965,652805,"0","0",-118.8654,34.22739,"2"
"7545",3,2,1431,1980,349409,"0","0",-119.1589,34.16642,"1"
"17819",1,1,704,1974,124408,"0","0",-118.885,34.1908,"1"
"4031",4,2,2679,1979,521412,"0","0",-118.9203,34.23929,"2"
"7304",4,3,2884,1981,1838072,"1","0",-119.2688,34.45562,"2"
"2349",4,3,2162,1964,104943,"1","0",-118.8428,34.19702,"1"
"19384",4,1.5,1226,1962,274922,"0","0",-118.7646,34.25796,"1"
"16748",3,2,1712,1968,428200,"0","0",-118.7528,34.27732,"1"
"3522",4,3,2105,1980,562348,"0","0",-118.9587,34.18801,"2"
"13239",4,2,1326,1961,411000,"0","0",-119.2962,34.41399,"1"
"6445",4,3,2508,1978,399389,"0","0",-118.6857,34.28729,"1"
"5444",4,2,1178,1956,392000,"0","0",-119.1533,34.23765,"1"
"17740",4,2,1223,1960,264190,"0","0",-119.0511,34.21572,"1"
"3901",3,2,1375,1964,61003,"0","0",-119.1745,34.2718,"1"
"17969",2,2,1440,1984,153208,"0","0",-118.9905,34.20035,"1"
"3370",3,2,1512,1970,258392,"0","0",-119.0214,34.23681,"1"
"2946",3,1.5,1514,1980,283888,"0","0",-118.8453,34.29575,"1"
"3258",4,2.5,2293,1981,667000,"1","0",-119.0304,34.23145,"2"
"13553",3,2,1018,1976,435000,"0","0",-118.8762,34.26975,"1"
"5690",3,3,2109,1995,399719,"0","0",-118.8203,34.21541,"1"
"14208",3,1.5,1120,1971,48572,"0","0",-119.1731,34.15599,"1"
"17162",4,3.5,3121,2003,902888,"0","0",-118.9714,34.17606,"2"
"290",4,2.5,2495,1986,364224,"0","0",-118.8041,34.24731,"1"
"10854",3,2,1645,1979,535000,"0","0",-118.6675,34.27058,"2"
"6690",3,2,1551,1970,311858,"0","0",-118.8411,34.21412,"1"
"3193",3,1,982,1956,43401,"0","0",-119.1982,34.19342,"1"
"1995",5,4.5,3699,2000,1269000,"1","0",-118.7572,34.19087,"2"
"5656",3,2.5,1625,1992,494108,"0","0",-118.7841,34.17815,"1"
"2980",2,1,1041,1964,209165,"0","0",-119.2022,34.17907,"1"
"4552",4,2.5,2095,1978,309900,"1","0",-118.7793,34.2593,"1"
"9416",3,2,1751,1948,235319,"0","0",-119.1789,34.1819,"1"
"4209",3,2.5,1809,1977,468398,"0","0",-119.2161,34.18873,"1"
"9601",4,2,1372,1950,283498,"0","0",-119.1884,34.20403,"1"
"2285",3,1,938,1960,216098,"0","0",-118.8659,34.209,"1"
"6996",2,2,1126,1965,248526,"0","0",-119.039,34.23859,"1"
"14523",3,2,1274,2004,426404,"0","0",-118.8878,34.28181,"1"
"11897",4,3.5,3574,2007,1342000,"0","0",-119.2235,34.18433,"2"
"4623",2,1.5,1026,1974,241330,"0","0",-118.988,34.22341,"1"
"3331",3,1,996,1963,286345,"0","0",-119.2881,34.30974,"1"
"16020",3,2,1923,1959,307878,"1","0",-118.8496,34.20185,"1"
"3761",4,3,2567,2002,727000,"0","0",-119.0113,34.23541,"2"
"11030",4,2,1737,1981,468000,"0","0",-119.203,34.19379,"1"
"10626",3,3,1374,1970,227268,"0","0",-119.1949,34.18026,"1"
"8489",3,2.5,1344,1977,88732,"0","0",-119.1941,34.21587,"1"
"10624",3,2.5,1950,1970,361465,"0","0",-118.9163,34.40759,"1"
"463",2,2.5,1502,1994,259216,"0","0",-118.9024,34.26507,"1"
"9028",4,2,1443,1955,298676,"0","0",-119.1893,34.18209,"1"
"1496",2,2,1074,1980,274908,"0","0",-118.7853,34.26972,"1"
"2861",3,2.5,2651,2002,935564,"1","0",-118.9723,34.17706,"2"
"2367",2,1,903,1973,134184,"0","0",-119.2226,34.26255,"1"
"15105",2,2,1412,1988,467500,"0","0",-118.9116,34.17613,"1"
"8428",2,1.5,1112,1981,220870,"0","0",-119.1727,34.1601,"1"
"11676",5,2,1882,1971,390522,"0","0",-119.1949,34.22275,"1"
"13380",4,2,1437,1976,96131,"0","0",-118.8002,34.26906,"1"
"14629",3,2.5,1643,2007,341000,"0","0",-119.1742,34.24395,"1"
"14620",3,1.5,1392,1963,275658,"0","0",-119.2904,34.31169,"1"
"4147",3,2,1242,1973,306000,"0","0",-119.1806,34.22651,"1"
"18821",1,1,440,1954,18552,"0","0",-119.2949,34.41988,"1"
"10514",4,2.5,2951,1987,496739,"0","0",-118.6817,34.29084,"1"
"6252",3,2,960,1973,368000,"0","0",-119.0714,34.22501,"1"
"2159",3,2,1208,1961,422302,"0","0",-119.0319,34.22053,"1"
"925",2,1,640,1941,214332,"0","0",-119.1737,34.20563,"1"
"7863",3,2.5,2747,2003,494146,"0","0",-119.165,34.21993,"1"
"17671",4,2,1260,1969,110296,"0","0",-119.1565,34.20086,"1"
"15382",4,2.5,1783,2003,258909,"0","0",-119.1627,34.17486,"1"
"9337",3,2,1469,1956,415000,"0","0",-119.0787,34.34025,"1"
"16242",4,3,2445,1965,171882,"0","0",-118.7835,34.25899,"1"
"7985",3,2,1189,2008,159914,"0","0",-118.8662,34.29729,"1"
"11094",2,3.5,3736,1962,1133956,"0","0",-119.0743,34.25252,"2"
"14976",3,2,2229,1971,636851,"0","0",-119.2982,34.4138,"2"
"16044",3,2,1092,1962,293312,"0","0",-119.1895,34.22113,"1"
"16110",4,3,3184,1983,364022,"0","0",-119.2024,34.20936,"1"
"10635",3,2,1291,1961,301842,"0","0",-118.7083,34.28909,"1"
"13717",4,2,1608,1964,462316,"1","0",-118.7417,34.26789,"1"
"2668",4,2,1534,1964,207578,"0","0",-119.0175,34.23818,"1"
"17085",2,1,810,1971,88093,"0","0",-119.2233,34.26325,"1"
"2166",3,2.5,1945,1988,438308,"0","0",-119.2832,34.30265,"1"
"6939",4,3,2619,1969,197777,"1","0",-118.8444,34.1445,"1"
"17566",3,1.5,1127,1958,121875,"0","0",-118.8383,34.17502,"1"
"4866",2,1.5,919,1978,352079,"0","0",-119.0071,34.22426,"1"
"492",1,1,514,1978,177668,"0","0",-118.884,34.1902,"1"
"4923",4,2,1961,1962,457698,"0","0",-118.8799,34.19705,"1"
"15810",3,2,1204,1995,467780,"0","0",-118.6593,34.26895,"1"
"15745",4,2,1949,1999,577464,"0","0",-119.1943,34.27923,"2"
"10195",3,2,1570,1960,416666,"0","0",-119.2254,34.27264,"1"
"1181",4,2,1951,1969,281952,"0","0",-119.2005,34.21685,"1"
"14376",3,2,1166,1962,300945,"0","0",-119.164,34.21928,"1"
"659",3,2,1169,1963,429000,"0","0",-118.7143,34.26788,"1"
"16599",4,2.5,2334,1980,350643,"0","0",-119.1722,34.27274,"1"
"5187",3,2,1528,1977,227815,"0","0",-119.2048,34.17996,"1"
"10890",4,3,2395,1982,418562,"0","0",-119.1678,34.29796,"1"
"16058",4,2.5,2558,1986,621188,"0","0",-118.841,34.21789,"2"
"1394",2,2,1520,1988,397608,"0","0",-118.808,34.2463,"1"
"19060",5,3.5,2128,1960,237167,"0","0",-119.1906,34.17865,"1"
"1580",3,2,1816,1959,638532,"0","0",-118.865,34.20404,"2"
"11192",5,4.5,3644,1999,1005000,"1","0",-118.7564,34.18853,"2"
"17802",4,2,1681,1970,326753,"0","0",-118.9561,34.15945,"1"
"9768",3,1.5,1100,1962,49605,"0","0",-118.6673,34.26645,"1"
"2692",3,2,1428,1965,116649,"0","0",-118.6689,34.27347,"1"
"16438",3,2.5,2524,1961,474637,"0","0",-118.7837,34.26172,"1"
"16445",4,3,2246,1962,325509,"0","0",-119.1991,34.18272,"1"
"3671",4,2.5,2313,1977,178140,"0","0",-118.9132,34.40854,"1"
"5221",4,3.5,1750,1950,398000,"0","0",-119.1705,34.17703,"1"
"15076",3,2,1539,1984,468879,"0","0",-118.9172,34.26273,"1"
"9758",4,2,2055,1990,448771,"0","0",-119.1835,34.23477,"1"
"16990",3,4,3480,1986,946976,"1","0",-118.9719,34.24029,"2"
"13147",3,2,1416,1968,176093,"0","0",-119.1486,34.15693,"1"
"7957",4,2,1790,1966,331941,"1","0",-118.8963,34.18147,"1"
"6046",4,3,2202,1990,517828,"1","0",-118.8886,34.21699,"2"
"15922",4,2.5,1833,1998,262557,"0","0",-119.1641,34.20864,"1"
"14554",4,4,4447,1976,1624400,"0","0",-119.07,34.23975,"2"
"15939",5,2,1840,1965,102876,"1","0",-119.0427,34.22999,"1"
"344",3,3,2504,2001,580818,"0","0",-118.8613,34.2703,"2"
"6458",3,3,1728,1964,196183,"1","0",-118.6873,34.26676,"1"
"6993",4,2,1842,1976,376380,"0","0",-119.1669,34.15973,"1"
"188",3,2,824,1925,317017,"0","0",-119.2708,34.27103,"1"
"4415",3,2.5,1986,1997,688338,"0","0",-118.9165,34.19758,"2"
"1663",3,2.5,1370,2002,335838,"0","0",-119.2941,34.30497,"1"
"14405",3,2,1466,1976,450382,"0","0",-118.6961,34.29857,"1"
"17982",4,2,2030,1981,395286,"0","0",-119.193,34.14584,"1"
"13307",3,2,1666,1962,476343,"0","0",-119.0534,34.23627,"1"
"2791",3,2.5,2518,1976,1063143,"0","0",-119.225,34.17839,"2"
"11693",4,2.5,2117,1968,96208,"0","0",-119.0495,34.23671,"1"
"11686",4,3.5,3327,2001,831795,"0","0",-118.9771,34.23363,"2"
"12312",5,4.5,3180,1998,800868,"1","0",-118.7977,34.23261,"2"
"14845",2,1,888,1948,212620,"0","0",-119.173,34.18299,"1"
"2516",4,2.5,1737,1958,419106,"0","0",-119.2342,34.27074,"1"
"6332",2,1.5,967,1974,124452,"0","0",-119.196,34.1462,"1"
"17997",0,1,2412,1988,474343,"0","0",-119.2932,34.29148,"1"
"9096",1,1,806,1974,116602,"0","0",-119.197,34.1462,"1"
"10513",3,1,944,1960,388322,"0","0",-118.8651,34.21246,"1"
"12055",4,2,1586,1962,71373,"0","0",-119.2214,34.27406,"1"
"9121",3,2,1606,2000,292681,"0","0",-119.165,34.21234,"1"
"2971",1,1,780,1990,260000,"0","0",-118.767,34.1835,"1"
"13250",5,4,1921,1981,317806,"0","0",-118.8689,34.2705,"1"
"5512",4,2,1105,1971,202840,"0","0",-119.1608,34.15936,"1"
"17622",3,2,1831,1999,452669,"0","0",-118.7948,34.26841,"1"
"10186",2,1,761,1956,51685,"0","0",-119.2715,34.26164,"1"
"12689",3,2,1206,1962,234222,"0","0",-118.6651,34.26834,"1"
"5184",3,2.5,1801,1985,123441,"0","0",-119.2334,34.18162,"1"
"11946",6,4.5,2650,1957,321137,"0","0",-119.1783,34.157,"1"
"3862",5,2.5,2232,1965,468100,"1","0",-118.6645,34.27253,"1"
"8499",4,3,2465,1998,640000,"0","0",-118.7303,34.25975,"2"
"10301",4,3,2935,1969,824372,"1","0",-118.8346,34.19403,"2"
"19438",4,2,1462,1974,92850,"0","0",-118.7531,34.28654,"1"
"14610",4,3,2960,1989,669000,"1","0",-119.0701,34.24861,"2"
"3187",4,3.5,2382,1993,594001,"0","0",-118.7789,34.18162,"2"
"4826",4,3,1983,1962,379312,"0","0",-119.0467,34.23105,"1"
"9703",4,3.5,2624,1989,537640,"0","0",-119.2076,34.22572,"2"
"2513",3,2.5,1660,1989,398000,"0","0",-119.2253,34.2661,"1"
"19682",3,2,1703,1979,477321,"0","0",-118.9399,34.17166,"1"
"4842",3,2,1558,1921,347271,"0","0",-119.0691,34.35304,"1"
"280",4,2,1687,1977,186022,"0","0",-118.8934,34.22576,"1"
"17923",3,2.5,1814,1980,190718,"0","0",-118.6664,34.2713,"1"
"7436",4,2,1864,1969,292225,"0","0",-119.0456,34.22697,"1"
"1266",3,2.5,1701,1982,206675,"0","0",-119.0738,34.35572,"1"
"6094",3,2,1409,1998,490000,"0","0",-119.1518,34.27773,"1"
"17675",2,2.5,1772,1950,340445,"0","0",-119.1873,34.20203,"1"
"13135",4,2,1687,1966,75493,"0","0",-118.9213,34.17788,"1"
"10574",2,1.5,1027,1979,162579,"0","0",-119.2134,34.26148,"1"
"11286",2,1,1216,1953,414210,"0","0",-119.2785,34.44744,"1"
"2623",4,4,4382,1989,1332000,"1","0",-118.8424,34.22662,"2"
"9326",4,2.5,1669,1996,438000,"1","0",-119.1603,34.2714,"1"
"93",4,2,1806,1968,296624,"0","0",-118.7502,34.28022,"1"
"17869",3,2.5,1075,1985,266290,"0","0",-118.8513,34.17904,"1"
"8422",4,2.5,1975,1979,252376,"0","0",-118.8766,34.27258,"1"
"13219",2,2,1189,2008,308440,"0","0",-118.8663,34.29917,"1"
"19323",3,2,1350,1971,460469,"0","0",-118.6798,34.26845,"1"
"14488",5,4.5,3337,1982,1603000,"1","0",-118.8147,34.19334,"2"
"18376",2,2,1441,1983,384200,"0","0",-118.9723,34.23081,"1"
"15231",2,1,826,1976,55566,"0","0",-118.8471,34.20856,"1"
"7442",4,3,2556,1984,699000,"1","0",-118.7372,34.28774,"2"
"8497",3,2.5,2193,1993,545196,"1","0",-119.1881,34.23663,"2"
"8223",4,2,1612,1971,412740,"0","0",-118.6786,34.26867,"1"
"19527",3,2,1436,1973,238523,"0","0",-118.7198,34.2785,"1"
"9974",3,2,1428,1965,272505,"0","0",-118.6637,34.27551,"1"
"8343",4,2,2066,1964,446550,"0","0",-118.6966,34.29622,"1"
"18578",4,2,1576,1977,203581,"0","0",-118.6707,34.27083,"1"
"5349",3,2,1443,1987,307643,"0","0",-119.0043,34.21887,"1"
"10340",4,2.5,1870,2000,331703,"0","0",-119.1949,34.19376,"1"
"2555",4,3.5,2626,1973,172338,"1","0",-119.1623,34.28284,"1"
"3903",4,2,1304,1964,375588,"0","0",-118.7541,34.25818,"1"
"866",2,2.5,1164,1985,190984,"0","0",-118.778,34.2814,"1"
"11563",4,3,2728,1990,790468,"1","0",-118.7839,34.24421,"2"
"4760",2,2,1270,1987,338020,"0","0",-119.2247,34.26424,"1"
"9763",4,4,2912,1987,981502,"1","0",-118.7538,34.1823,"2"
"1390",4,2,1872,1977,326328,"0","0",-118.9015,34.17583,"1"
"6478",5,4,2076,1964,379112,"0","0",-118.7472,34.26353,"1"
"2111",5,3,1929,1968,341724,"0","0",-119.1486,34.15944,"1"
"1370",3,2,1696,1978,517777,"0","0",-118.9581,34.18004,"2"
"3415",2,2.5,1744,1977,206588,"0","0",-118.8914,34.19286,"1"
"8965",3,2,1203,1966,187400,"0","0",-118.9558,34.17432,"1"
"2997",5,3,2815,1988,514999,"1","0",-118.7783,34.17869,"2"
"7601",5,4,3513,1980,1125455,"1","0",-118.8192,34.19329,"2"
"9202",4,3,1491,1974,249724,"0","0",-119.049,34.21987,"1"
"10479",2,2.5,1251,1985,196695,"0","0",-118.8062,34.16134,"1"
"6809",4,3,2482,1990,418053,"0","0",-119.2036,34.21421,"1"
"1562",3,2,1547,1980,219135,"0","0",-119.2081,34.18487,"1"
"11971",5,3.5,3317,1963,178449,"0","0",-118.8479,34.18928,"1"
"1142",4,2.5,1950,1980,187855,"0","0",-119.1589,34.16587,"1"
"3385",2,2,1052,2006,327114,"0","0",-119.2171,34.26542,"1"
"15313",3,3,1942,1957,588000,"0","0",-119.2229,34.28316,"2"
"18973",4,3.5,3232,1963,1456325,"0","0",-119.2519,34.44138,"2"
"11218",4,2.5,2078,2001,491000,"0","0",-119.1749,34.21305,"1"
"5972",4,2,2006,1984,114486,"1","0",-118.7328,34.28471,"1"
"12628",4,2,1378,1959,244034,"0","0",-119.1772,34.1562,"1"
"7453",3,2.5,1623,1996,585074,"0","0",-119.0899,34.22899,"2"
"12966",2,2,1151,1989,265151,"0","0",-119.1788,34.22199,"1"
"100",5,3,3051,1989,586715,"0","0",-118.975,34.23923,"2"
"13269",3,2.5,1615,2002,385600,"0","0",-119.297,34.30553,"1"
"4169",3,2,1431,1963,472262,"0","0",-118.8794,34.21414,"1"
"7500",4,2,1233,1955,228444,"0","0",-119.1809,34.17032,"1"
"11743",3,2,2042,1973,109552,"0","0",-119.0233,34.22932,"1"
"9957",4,3,2826,1986,330559,"0","0",-118.8698,34.26872,"1"
"12152",3,2,1375,1964,162683,"0","0",-119.177,34.27439,"1"
"9464",4,2.5,2240,1973,279997,"0","0",-119.166,34.29294,"1"
"10474",4,2.5,2037,1972,224941,"0","0",-118.7579,34.27533,"1"
"17792",2,1.5,1267,1982,161625,"0","0",-119.1837,34.15306,"1"
"2463",4,3,1776,1961,523970,"0","0",-119.1975,34.27963,"2"
"19526",3,2.5,1226,1979,158056,"0","0",-119.2127,34.26287,"1"
"14203",3,2,1054,1961,393500,"0","0",-118.7432,34.27636,"1"
"17646",2,2,1397,1968,348922,"0","0",-119.2962,34.41506,"1"
"18703",4,2,1536,1965,294960,"0","0",-119.1999,34.26192,"1"
"8530",3,2,1604,1959,243214,"0","0",-119.1845,34.27636,"1"
"10354",3,3,2734,2001,727947,"0","0",-118.8237,34.22055,"2"
"17248",2,2,1667,1981,482243,"0","0",-118.9732,34.22962,"1"
"6875",3,2,1614,1965,143379,"1","0",-118.9173,34.17763,"1"
"1521",2,2.5,1233,1981,214085,"0","0",-118.8898,34.19599,"1"
"6367",4,2,2002,1969,105558,"1","0",-118.8378,34.15241,"1"
"5969",5,2.5,2512,1966,118852,"0","0",-118.8778,34.20407,"1"
"10139",5,4.5,3961,2003,1081227,"1","0",-118.9828,34.17174,"2"
"12870",3,2,1424,1961,411000,"0","0",-119.1905,34.22188,"1"
"15677",5,3.5,2214,1973,659912,"0","0",-119.0325,34.2415,"2"
"11026",5,3,2856,2006,562772,"0","0",-118.871,34.29587,"2"
"14119",4,2,1472,1989,310241,"0","0",-119.2857,34.32997,"1"
"7042",3,2,1416,1968,63155,"0","0",-119.1515,34.15731,"1"
"5326",4,2,1324,1960,254802,"0","0",-118.8514,34.21285,"1"
"10030",3,2.5,1719,1985,593000,"0","0",-118.9979,34.23522,"2"
"12037",3,2,1346,1974,459000,"0","0",-119.2092,34.18808,"1"
"9050",4,2,1345,1963,259570,"0","0",-119.1843,34.28287,"1"
"17159",3,2,1757,1987,250428,"0","0",-118.6924,34.28475,"1"
"1565",4,2,1622,1966,535000,"0","0",-119.1709,34.26814,"2"
"18946",2,2.5,1082,1992,145811,"0","0",-119.1797,34.19257,"1"
"4248",4,2,1554,1962,367964,"0","0",-118.7362,34.26465,"1"
