"","bedroomcnt","calculatedbathnbr","calculatedfinishedsquarefeet","yearbuilt","poolcnt","hashottuborspa","Longitude","Latitude","cluster"
"6006",3,1,1115,1943,"0","0",-118.119997,33.861006,"2"
"18575",3,3,2096,1950,"1","0",-118.320539,33.750723,"2"
"11572",3,2,1644,1940,"0","0",-118.172234,33.828484,"2"
"2237",2,2,960,1968,"0","0",-118.417,33.9936,"2"
"5091",4,2,1472,1968,"0","0",-117.859736,33.996004,"2"
"9229",2,1,728,1922,"0","0",-118.234122,34.112997,"2"
"19570",3,4,2879,1956,"0","0",-118.472669,34.048397,"1"
"11105",2,1,1035,1947,"1","0",-118.427574,34.267061,"2"
"17493",3,2,1444,1962,"0","0",-117.702003,34.11255,"2"
"7750",3,2,1501,1978,"0","0",-118.288015,33.920802,"2"
"19960",4,3,1704,1984,"0","0",-118.19918,34.662554,"2"
"16586",3,2,1226,1952,"0","0",-117.910187,34.070853,"2"
"2781",6,3,2138,1928,"0","0",-118.069842,34.078127,"2"
"686",3,2,1439,1957,"0","0",-118.007969,33.902089,"2"
"18543",2,1,1344,1938,"0","0",-118.337672,34.019816,"2"
"2374",4,3,2092,1960,"1","0",-118.644552,34.188534,"2"
"8604",3,3,1745,1974,"1","0",-118.528,34.1796,"2"
"11078",6,3,2877,1949,"0","0",-118.049278,33.96052,"2"
"19763",2,1,1012,1952,"0","0",-118.254515,33.828062,"2"
"4024",3,3,1798,1946,"0","0",-118.431228,34.01208,"2"
"2053",2,1,1192,1925,"0","0",-118.179627,34.074658,"2"
"10565",2,2,846,1991,"0","0",-118.143,34.1585,"2"
"5707",3,1,1217,1955,"0","0",-118.160327,33.834953,"2"
"13239",2,2,1216,1971,"0","0",-118.515,34.0273,"2"
"6262",4,2,1536,1948,"0","0",-118.130679,34.016606,"2"
"18243",2,1,863,1956,"0","0",-118.456451,34.300325,"2"
"6050",3,2,1242,1955,"1","0",-118.574214,34.190472,"2"
"10558",2,3,1098,1981,"1","0",-118.446,34.2431,"2"
"316",3,1,1383,1947,"0","0",-118.294885,33.910162,"2"
"7671",3,2,1846,1939,"0","0",-118.291766,33.921437,"2"
"6114",4,3,2782,2006,"0","0",-118.198131,34.690651,"2"
"5840",4,2,1781,1940,"0","0",-118.059518,33.988456,"2"
"1106",4,3,2697,1962,"1","0",-118.048922,34.116544,"1"
"14785",2,2,1960,1950,"0","0",-118.127044,34.035462,"2"
"5622",3,2,1091,1963,"0","0",-118.262759,33.813049,"2"
"12829",4,3,3135,2000,"0","0",-118.572928,34.213414,"2"
"6094",3,1,1007,1949,"0","0",-118.02861,33.957157,"2"
"6763",3,2,1882,1960,"1","0",-118.654512,34.196005,"2"
"2561",4,2,1505,1958,"0","0",-118.459428,34.230413,"2"
"8936",3,1,980,1910,"0","0",-118.186139,34.130569,"2"
"18609",3,3,1978,1977,"1","0",-118.390455,33.77672,"1"
"5380",2,2,942,1975,"1","0",-118.391607,34.004181,"2"
"19439",3,1,1367,1947,"0","0",-118.203847,33.907749,"2"
"11555",3,2,1389,1953,"0","0",-118.448533,34.012703,"1"
"14282",1,1,720,1921,"0","0",-118.340443,33.936464,"2"
"6954",4,3,2363,1975,"0","0",-118.608334,34.256869,"2"
"10546",2,2,2263,1956,"0","0",-118.419521,34.095556,"1"
"4473",3,2,1778,1976,"0","0",-117.979222,34.160063,"2"
"6687",2,1,1125,1953,"0","0",-118.226077,33.883062,"2"
"8013",4,2,1320,1959,"0","0",-118.251324,33.911224,"2"
"11882",4,2,2024,1961,"1","0",-118.646815,34.175473,"1"
"18949",4,3,2272,1989,"0","0",-118.060693,34.546954,"2"
"7252",3,2,1668,1950,"0","0",-118.344943,34.211629,"2"
"1991",3,2,1374,1969,"0","0",-118.083064,34.569995,"2"
"9127",3,3,2109,2006,"0","0",-118.206649,34.080212,"2"
"4920",4,3,1780,2004,"0","0",-118.36176,33.877279,"2"
"5865",2,1,848,1956,"0","0",-118.255,34.1671,"2"
"16239",4,2,1441,1953,"0","0",-118.130815,34.036959,"2"
"18317",3,3,1720,2005,"0","0",-118.298698,33.786066,"2"
"9434",3,2,1041,1957,"0","0",-118.126619,34.577017,"2"
"15618",2,3,1525,2002,"0","0",-118.434,34.0491,"1"
"18031",4,1,1296,1948,"0","0",-118.125368,34.037179,"2"
"6059",3,3,2187,1950,"1","0",-118.558598,34.223322,"2"
"649",2,1,1092,1921,"0","0",-118.280934,34.101156,"2"
"10347",6,4,2640,1962,"0","0",-118.075207,33.820023,"1"
"390",2,2,1360,2009,"1","0",-118.309,34.0628,"1"
"45",3,2,2304,1961,"1","0",-118.489939,34.288686,"2"
"11940",3,3,1250,1974,"1","0",-118.559,34.2764,"2"
"19889",3,2,1552,1956,"0","0",-118.34652,33.921464,"2"
"18231",3,3,1155,1925,"0","0",-118.124416,34.067631,"2"
"18799",3,1,990,1949,"0","0",-118.035671,33.940939,"2"
"12066",4,4,2946,1937,"1","0",-118.398824,34.161503,"1"
"10819",2,3,1908,1974,"1","0",-118.459,33.9749,"1"
"11319",3,1,1332,1951,"1","0",-117.70985,34.090735,"2"
"16056",5,2,1504,1922,"0","0",-118.242983,34.006103,"2"
"18443",4,3,2175,1968,"0","0",-118.389801,33.770173,"2"
"12595",2,2,1035,1948,"0","0",-118.077088,34.113787,"1"
"1182",4,3,2206,1959,"1","0",-118.10601,33.783223,"2"
"5854",3,2,1734,1936,"0","0",-118.164346,34.175696,"2"
"16718",5,4,3210,1967,"0","0",-118.049135,33.875306,"2"
"206",4,3,2132,1979,"0","0",-118.320972,33.792917,"2"
"12029",4,2,1376,1951,"1","0",-117.943876,34.077689,"2"
"11234",3,2,1446,1950,"0","0",-118.464457,34.219522,"2"
"4238",0,2,1240,2006,"0","0",-118.442,33.9922,"1"
"8015",4,2,1680,1951,"0","0",-118.388801,33.877687,"2"
"10190",3,2,1338,1955,"1","0",-118.384531,34.21009,"2"
"13058",5,5,4160,1976,"1","0",-118.547493,34.151171,"1"
"6623",3,2,1492,1990,"0","0",-118.081818,34.695167,"2"
"18186",3,1,1114,1944,"0","0",-118.356454,34.176552,"2"
"13375",2,1,1083,1950,"0","0",-118.148759,33.863736,"2"
"17894",2,2,1491,1947,"0","0",-118.12414,33.75291,"1"
"13710",2,2,1070,1981,"0","0",-117.701255,34.11301,"2"
"18880",3,3,1400,1984,"0","0",-118.308,33.8964,"2"
"2377",4,5,3675,1998,"0","0",-118.362067,33.757656,"1"
"13105",3,2,2200,1951,"1","0",-118.144115,34.108135,"1"
"16582",2,2,1086,1989,"0","0",-118.088,33.8338,"2"
"15905",3,2,1760,1931,"0","0",-118.357882,34.052437,"2"
"19026",4,2,2467,1963,"0","0",-118.094006,34.025902,"2"
"18961",2,1,702,1930,"0","0",-118.209638,33.948607,"2"
"17188",3,3,1822,1955,"0","0",-118.318101,33.913406,"2"
"8906",2,2,1160,2004,"1","0",-118.188,33.7663,"2"
"15157",3,2,1243,1971,"0","0",-117.970953,34.012735,"2"
"431",2,2,2062,1954,"1","0",-118.497906,34.17083,"1"
"16665",4,3,3152,2000,"1","0",-118.644238,34.469932,"1"
"53",2,1,1326,1932,"0","0",-118.054246,34.105928,"2"
"5507",3,2,1188,1957,"1","0",-118.413246,34.234131,"2"
"8773",3,2,2368,1961,"1","0",-118.014747,34.034815,"2"
"16796",3,2,1627,1953,"1","0",-118.56552,34.206238,"2"
"623",4,3,1378,1955,"0","0",-117.954245,34.035102,"2"
"2020",2,1,826,1949,"0","0",-118.563884,34.222274,"2"
"4061",0,1,890,1925,"0","0",-118.251,34.0412,"2"
"3174",4,3,2192,1921,"0","0",-118.134427,34.133069,"2"
"6754",3,3,1950,1951,"0","0",-118.204027,33.944759,"2"
"6462",4,3,2786,1953,"1","0",-118.025306,34.162835,"1"
"5369",3,3,3429,1954,"1","0",-118.23208,34.172204,"1"
"9216",1,1,810,1991,"0","0",-118.364,34.1491,"2"
"3420",3,3,1831,1965,"0","0",-118.031329,34.158867,"1"
"6836",3,2,2340,1962,"1","0",-118.611343,34.25062,"2"
"1287",4,2,2039,1921,"0","0",-118.260257,34.137321,"2"
"7674",3,3,2647,1949,"1","0",-118.142226,33.94833,"1"
"1522",3,1,1531,1954,"0","0",-118.315403,34.031998,"1"
"14931",3,3,2088,1926,"0","0",-118.349802,34.073976,"2"
"19416",2,1,842,1947,"0","0",-118.41405,33.964613,"2"
"2437",3,1,1067,1951,"0","0",-118.344537,33.800759,"2"
"7697",3,3,1748,2000,"0","0",-118.136843,34.149315,"1"
"9264",4,3,2408,1926,"1","0",-118.335018,34.082867,"1"
"14517",3,2,1284,1960,"0","0",-117.931615,34.067235,"2"
"8350",2,2,1000,2007,"1","0",-118.339,34.0075,"2"
"18700",4,2,1481,1954,"0","0",-118.414886,34.2204,"2"
"2733",3,2,1600,1947,"1","0",-118.441507,34.29008,"2"
"4989",4,3,2055,2007,"0","0",-118.490777,34.397815,"2"
"19893",3,2,1380,1956,"1","0",-118.583529,34.190301,"2"
"2043",3,2,1668,1939,"0","0",-118.139288,34.027913,"2"
"12359",1,1,666,1989,"0","0",-118.408,34.2775,"2"
"585",3,2,1188,1961,"0","0",-118.396802,34.282044,"2"
"9706",2,2,1371,1962,"0","0",-118.392,33.8048,"2"
"2837",3,2,1281,1943,"1","0",-118.35716,34.18032,"2"
"893",5,2,1568,1966,"1","0",-118.253144,33.87279,"2"
"3386",3,1,1260,1926,"0","0",-118.23168,34.141968,"2"
"13997",3,2,1790,1949,"0","0",-118.194782,33.886966,"2"
"2706",3,2,2188,1975,"0","0",-118.55855,34.071096,"1"
"12404",2,1,840,1922,"0","0",-118.339771,34.038641,"2"
"314",3,3,1854,1979,"0","0",-117.72074,34.110059,"2"
"2623",3,1,1254,1948,"0","0",-117.974793,34.073975,"2"
"16221",3,4,3326,1954,"1","0",-118.205393,34.197486,"1"
"8989",3,1,1004,1912,"0","0",-118.204071,34.093826,"2"
"12399",3,2,1477,1951,"0","0",-118.05593,33.972375,"2"
"8369",3,2,1402,1991,"0","0",-117.843112,34.629619,"2"
"6037",3,3,2173,1959,"0","0",-118.462208,34.125072,"1"
"7225",2,1,858,1900,"0","0",-118.291788,34.042807,"2"
"3098",3,2,1512,1954,"0","0",-118.531349,34.442941,"2"
"19516",3,3,2042,1926,"0","0",-118.278078,33.994796,"2"
"17813",2,1,1234,1940,"0","0",-118.099256,34.112095,"2"
"17351",1,1,656,1976,"1","0",-118.523,34.2002,"2"
"9726",3,3,2550,1960,"1","0",-118.482668,34.076519,"2"
"9593",2,2,1385,1962,"0","0",-118.190913,34.072154,"2"
"1965",3,3,1764,1975,"1","0",-118.615,34.1828,"2"
"3728",3,2,1195,1953,"0","0",-118.432962,34.248997,"2"
"17822",2,2,1310,2008,"0","0",-118.366947,34.095873,"1"
"18775",3,1,1144,1951,"0","0",-118.035285,33.950715,"2"
"15009",3,1,1416,1944,"0","0",-118.354858,34.186885,"2"
"4799",2,2,2042,1945,"0","0",-118.350167,34.262847,"1"
"15265",3,2,1821,1975,"0","0",-117.855171,33.986722,"2"
"9472",3,2,1706,1957,"0","0",-117.870744,34.142291,"2"
"11144",3,2,1701,1948,"0","0",-118.359429,33.981921,"2"
"13583",3,2,1022,1957,"0","0",-118.128095,34.586099,"2"
"18478",3,2,1425,1959,"0","0",-118.387767,33.858881,"1"
"7322",1,1,868,1924,"0","0",-118.224313,34.119758,"2"
"16285",4,3,2404,1965,"1","0",-118.334583,33.815888,"1"
"143",5,3,1875,1998,"0","0",-118.246506,33.998012,"2"
"111",3,2,1548,1990,"0","0",-118.027214,34.571759,"2"
"10984",3,1,1210,1952,"0","0",-118.147058,33.842205,"2"
"19859",4,2,1380,1960,"0","0",-118.38867,34.27855,"2"
"5666",4,3,1820,1966,"0","0",-118.088512,34.038595,"2"
"908",3,2,1422,1929,"0","0",-118.360169,34.039558,"2"
"5876",3,2,1838,1957,"0","0",-117.978665,34.013778,"2"
"12414",2,2,1516,1925,"0","0",-118.134582,33.76365,"2"
"12119",2,1,765,1950,"0","0",-117.953423,34.138103,"2"
"17775",4,4,2245,1962,"1","0",-117.979965,33.99182,"2"
"13207",3,2,1312,1947,"0","0",-118.315877,33.957005,"2"
"1637",2,2,1440,1947,"0","0",-118.291358,34.243003,"2"
"1431",3,2,1316,1950,"1","0",-118.514194,34.203922,"2"
"18",2,1,936,1950,"0","0",-118.117938,33.844197,"2"
"5290",5,5,3369,1961,"1","0",-118.500635,34.151152,"1"
"3671",4,3,2722,1965,"0","0",-118.323794,33.817593,"1"
"14483",3,1,995,1952,"0","0",-118.342539,33.897768,"2"
"14323",5,3,2236,1926,"0","0",-118.364468,33.950444,"2"
"14800",3,2,1478,1986,"0","0",-117.7888,34.032701,"2"
"6013",2,1,1082,1929,"0","0",-118.348254,34.026077,"2"
"16952",4,2,1370,1955,"0","0",-118.451911,34.286238,"2"
"8240",2,2,1141,1982,"0","0",-118.301,33.7367,"2"
"6134",3,2,1070,1944,"0","0",-118.135914,33.7624,"2"
"18135",2,2,1484,1920,"0","0",-118.178451,34.087243,"2"
"12993",3,2,1472,1947,"0","0",-118.336869,33.931644,"2"
"843",4,3,3114,1947,"1","0",-118.638569,34.174195,"2"
"6546",6,5,4642,1915,"1","0",-118.137777,34.132603,"1"
"10368",1,1,1040,1984,"0","0",-118.176,33.7649,"2"
"19633",4,4,2040,2014,"1","0",-118.378,33.9153,"1"
"8061",2,3,1955,2000,"0","0",-118.492,34.0334,"1"
"10864",3,2,1465,1951,"0","0",-118.43118,34.211147,"2"
"12230",4,2,1620,1940,"0","0",-118.174466,33.900182,"2"
"1206",2,2,908,1991,"0","0",-118.201,33.7735,"2"
"8123",2,3,1291,2005,"0","0",-118.157,34.1162,"1"
"1133",4,2,1684,1910,"0","0",-118.206808,34.037542,"2"
"8091",4,2,1402,1955,"0","0",-118.419439,34.22303,"2"
"3579",3,3,1888,1975,"0","0",-118.31255,33.742117,"1"
"5811",3,2,1862,1923,"0","0",-118.152841,33.774933,"1"
"17022",4,4,2228,1940,"0","0",-118.32818,34.024443,"2"
"19681",1,1,653,1960,"1","0",-117.965,34.046,"2"
"3840",3,2,1263,1983,"0","0",-118.537783,34.459464,"2"
"1528",3,1,1490,1943,"0","0",-118.140327,33.880408,"2"
"10702",3,1,939,1952,"0","0",-118.407538,34.250717,"2"
"19162",2,2,973,1966,"0","0",-118.427,33.9303,"2"
"15884",3,1,1122,1952,"0","0",-118.545793,34.206017,"2"
"19351",1,1,713,1951,"0","0",-118.187,33.7676,"2"
"18139",2,1,1048,1965,"0","0",-118.146341,34.161351,"2"
"1743",3,2,1256,1954,"0","0",-118.432541,34.24174,"2"
"2144",4,3,2212,1926,"0","0",-118.480513,34.038937,"1"
"4655",3,2,1655,1913,"0","0",-118.251828,33.976419,"1"
"9879",3,2,1350,1929,"0","0",-118.169523,33.914043,"2"
"7708",3,2,1078,1948,"0","0",-118.224632,33.936693,"2"
"17000",3,3,2521,1957,"1","0",-118.499635,34.110725,"2"
"14392",3,2,1693,1956,"1","0",-117.971897,33.947175,"2"
"9762",3,2,888,1949,"0","0",-118.115472,33.96361,"2"
"12439",3,2,1261,1953,"1","0",-118.096791,33.83931,"2"
"4143",4,2,1644,1924,"0","0",-118.316933,33.997775,"2"
"10481",3,1,1214,1955,"0","0",-118.161008,33.85178,"2"
"14781",2,3,1287,1979,"0","0",-117.809119,34.098642,"2"
"2930",3,2,1485,1973,"1","0",-118.538001,34.446629,"2"
"18596",4,4,2929,1961,"0","0",-118.544954,34.2575,"2"
"17989",3,2,2614,1956,"0","0",-118.531966,34.366093,"2"
"14846",3,3,1356,1979,"1","0",-118.467,34.2477,"2"
"4095",3,3,1737,1959,"0","0",-118.40489,33.874889,"1"
"12899",3,2,1453,1968,"1","0",-117.912924,34.096915,"2"
"13689",2,2,1152,1948,"0","0",-118.125723,34.0347,"2"
"15538",3,1,872,1951,"0","0",-118.38214,33.85316,"2"
"16443",4,2,1792,1989,"0","0",-118.003577,34.081117,"2"
"5481",2,1,1079,1950,"0","0",-117.962918,34.101489,"2"
"19066",4,4,3196,2002,"0","0",-118.398027,33.893486,"1"
"16817",3,2,1582,1956,"0","0",-118.411893,34.212985,"2"
"3372",3,2,1356,1955,"0","0",-117.80358,34.110957,"2"
"2910",2,1,904,1939,"0","0",-118.420583,34.014182,"2"
"18180",2,3,1201,1984,"0","0",-117.863,34.0867,"2"
"3480",3,3,1876,1987,"0","0",-118.388493,33.897486,"1"
"5830",5,3,2668,1952,"0","0",-118.399897,33.922491,"2"
"15102",4,3,1954,1970,"0","0",-117.869286,33.990543,"2"
"17826",2,2,1516,1925,"0","0",-118.152489,34.120825,"1"
"17928",3,3,2328,1989,"0","0",-118.172113,34.665053,"2"
"9299",3,3,1371,1980,"1","0",-118.605,34.2541,"2"
"405",3,4,1760,2007,"0","0",-118.411194,33.892531,"1"
"15727",3,1,1247,1942,"0","0",-118.323569,33.965875,"2"
"2103",3,2,1484,1947,"0","0",-118.292659,33.910155,"2"
"2184",3,2,1344,1968,"0","0",-118.090118,33.851201,"2"
"3930",3,3,2479,1998,"0","0",-118.325002,33.728992,"1"
"5597",2,3,1590,1980,"1","0",-118.607,34.174,"2"
"16766",4,2,1859,1922,"0","0",-118.274583,33.969557,"2"
"12379",4,2,2124,1983,"0","0",-117.756483,34.096166,"2"
"13810",3,2,1550,1947,"0","0",-118.371455,34.178236,"2"
"19978",3,1,1138,1951,"0","0",-118.111001,33.84739,"2"
"13576",3,4,3981,1924,"0","0",-118.138187,34.10655,"1"
"8768",2,1,809,1984,"1","0",-118.162,33.9323,"2"
"18351",2,1,1497,1938,"0","0",-118.294536,34.181108,"1"
"11774",4,5,3921,1989,"1","0",-118.399323,34.389985,"1"
"860",3,3,1496,1970,"0","0",-118.475,34.0361,"2"
"8184",3,1,1425,1924,"0","0",-118.631035,34.037846,"1"
"3639",5,4,3013,2000,"0","0",-118.059218,34.122657,"1"
"9546",1,2,917,2003,"1","0",-118.445,33.9846,"2"
"13676",3,2,1150,1960,"0","0",-117.897847,33.981158,"2"
"6474",3,3,1698,1982,"0","0",-118.142,34.1375,"1"
"3250",4,4,2092,2007,"0","0",-118.54619,34.198905,"2"
"1846",3,1,998,1944,"0","0",-118.371536,34.190839,"2"
"17985",3,2,1549,1956,"0","0",-117.968793,33.946215,"2"
"3253",2,3,2378,2006,"1","0",-118.445,33.9846,"1"
"11696",6,3,2136,1947,"0","0",-118.139669,33.97239,"2"
"1067",4,3,2456,1895,"0","0",-118.201359,34.036997,"2"
"1843",3,3,1157,1981,"0","0",-118.062919,34.064832,"2"
"14683",3,3,1790,2008,"0","0",-118.363,34.1486,"2"
"5245",4,3,2551,1988,"0","0",-118.181589,34.654084,"2"
"17858",3,2,1422,1926,"0","0",-118.346135,34.085123,"1"
"6525",3,2,1218,1956,"0","0",-118.053849,34.067432,"2"
"3030",3,2,1429,1937,"0","0",-118.046884,33.985072,"2"
"10641",2,3,1260,1973,"1","0",-118.525,34.1702,"2"
"11633",3,2,1355,1957,"1","0",-118.497081,34.279558,"2"
"10225",4,3,1981,1992,"0","0",-118.623176,34.473281,"2"
"8934",3,2,1416,1992,"0","0",-118.175007,34.693014,"2"
"1538",2,2,990,1971,"1","0",-118.517,34.1698,"2"
"7257",3,2,1630,1990,"0","0",-118.102242,34.684978,"2"
"17018",3,2,1416,1993,"0","0",-118.163901,34.706309,"2"
"18638",5,4,3088,1953,"1","0",-118.360909,33.797508,"2"
"2547",2,1,784,1951,"0","0",-118.25772,34.235173,"2"
"12647",4,3,3895,1997,"0","0",-117.757867,34.149308,"1"
"1507",5,5,3946,2012,"1","0",-118.41648,34.151636,"1"
"14127",2,2,1407,1981,"0","0",-118.144,34.1415,"2"
"14684",2,2,1500,1907,"0","0",-118.263096,33.996858,"2"
"4930",4,3,2144,2007,"0","0",-118.019274,34.051595,"2"
"7100",1,1,682,1985,"1","0",-118.448,34.415,"2"
"71",3,2,1610,1961,"0","0",-118.132603,33.808568,"2"
"9766",3,2,1336,1954,"0","0",-118.310364,33.89129,"2"
"2608",4,3,1541,1949,"0","0",-118.506745,34.262727,"2"
"3517",2,2,1478,1938,"0","0",-118.537249,34.042986,"1"
"5007",2,1,1120,1924,"0","0",-118.136919,34.072759,"2"
"7467",3,3,1989,1939,"0","0",-118.269805,34.106802,"1"
"10808",3,2,944,1954,"0","0",-118.448463,34.305508,"2"
"15229",3,3,1639,2001,"0","0",-117.91737,34.125349,"2"
"16177",4,2,2580,1941,"0","0",-118.315123,33.782521,"2"
"1227",2,2,1362,1940,"0","0",-118.17775,34.101291,"2"
"11767",3,2,2249,1910,"0","0",-118.139096,34.162353,"1"
"19747",3,2,1731,1958,"0","0",-118.48531,34.261836,"2"
"14326",4,2,1445,1954,"0","0",-118.537355,34.187872,"2"
"3385",2,2,970,1959,"0","0",-118.289041,34.248115,"2"
"3953",5,4,3754,2005,"0","0",-118.164237,34.563061,"2"
"12200",4,3,3085,1950,"1","0",-118.438335,34.019524,"1"
"5221",0,1,472,1923,"0","0",-118.187,33.767,"2"
"7160",5,4,2650,2009,"0","0",-118.011145,34.133999,"2"
"14999",4,3,1883,1945,"0","0",-118.52494,34.050667,"2"
"1548",4,2,2077,1972,"1","0",-118.64234,34.204243,"2"
"605",2,3,922,1989,"0","0",-118.379,34.2768,"2"
"9953",4,4,3334,1977,"1","0",-118.640069,34.159069,"1"
"7820",2,1,990,1951,"1","0",-118.510229,34.21532,"2"
"2383",3,3,1694,1988,"0","0",-118.219008,33.98873,"2"
"3995",2,2,1568,1924,"0","0",-118.121091,34.170131,"2"
"11100",3,2,1170,1943,"0","0",-118.11754,33.826744,"2"
"5466",3,1,1149,1950,"0","0",-118.079198,33.990893,"2"
"2851",2,2,1006,1985,"1","0",-118.524864,34.45636,"2"
"15881",3,2,1309,1955,"0","0",-118.147618,34.593286,"2"
"2813",3,2,1314,1956,"0","0",-118.607446,34.190613,"2"
"16499",3,1,1023,1951,"0","0",-118.072795,34.009007,"2"
"67",4,3,1765,1927,"0","0",-118.2485,34.159315,"1"
"5026",5,2,1666,1941,"0","0",-118.196913,33.901324,"2"
"6261",4,2,1253,1957,"0","0",-118.122819,34.583951,"2"
"7528",3,3,1630,1984,"0","0",-117.971,33.9944,"2"
"5925",2,2,1007,1987,"0","0",-118.491,34.4168,"2"
"16281",3,2,1311,1978,"0","0",-117.946321,34.140336,"2"
"17887",2,1,948,1928,"0","0",-118.349423,34.027408,"2"
"16840",3,2,1760,1971,"0","0",-118.595246,34.133156,"2"
"13064",3,2,1293,1951,"0","0",-118.132478,33.96117,"2"
"18298",2,3,2083,1979,"0","0",-118.373,34.0624,"2"
"3522",3,2,1692,1958,"0","0",-118.629463,34.193987,"2"
"11444",4,2,1790,1960,"0","0",-118.311038,33.769307,"1"
"12533",3,1,998,1954,"0","0",-118.153174,34.587821,"2"
"14524",3,3,1776,1988,"0","0",-118.095549,34.173463,"2"
"814",3,2,1711,1953,"0","0",-118.099329,33.839056,"2"
"2543",3,2,1147,1956,"0","0",-117.754984,34.03963,"2"
"9592",1,1,500,1923,"0","0",-118.245,34.0444,"2"
"10049",4,3,2055,1989,"0","0",-118.098875,34.681047,"2"
"18976",3,3,1512,1978,"0","0",-118.494,34.03,"2"
"13875",2,1,1086,1953,"0","0",-118.164327,33.927077,"2"
"11283",3,3,2034,1989,"0","0",-118.562,34.4007,"2"
"16196",2,3,1405,1979,"1","0",-118.457,34.2278,"2"
"75",1,1,820,1938,"0","0",-118.198552,33.813205,"2"
"5703",4,3,2261,1956,"1","0",-118.108065,34.68791,"2"
"5648",4,4,2770,1998,"0","0",-118.567081,34.285249,"2"
"2082",4,3,2388,1991,"0","0",-118.303444,33.829935,"2"
"4219",4,3,2605,1977,"1","0",-118.349411,34.123681,"1"
"12796",4,4,2839,1963,"0","0",-118.55129,34.152791,"2"
"15343",4,2,1794,1956,"0","0",-118.435703,34.176475,"2"
"12542",2,2,1595,1939,"0","0",-118.140769,33.837771,"2"
"14966",3,2,1742,1940,"1","0",-118.146113,34.200436,"2"
"10284",3,3,1859,2004,"0","0",-118.462,34.2406,"2"
"10395",3,3,1310,2009,"0","0",-118.222251,33.899206,"2"
"12360",2,2,1298,1959,"0","0",-118.048,33.9893,"2"
"19811",5,3,3212,1937,"0","0",-118.192286,34.051504,"2"
"15575",3,1,1228,1929,"0","0",-118.159321,34.025133,"2"
"7960",3,1,1185,1951,"0","0",-118.518894,34.181154,"2"
"11560",4,4,3844,2003,"1","0",-118.415712,34.16556,"1"
"1998",3,1,1233,1954,"0","0",-117.903417,34.113196,"2"
"11761",3,2,1066,1955,"0","0",-117.928729,34.047855,"2"
"12354",3,2,1556,1938,"0","0",-118.219422,33.947466,"2"
"14640",3,2,2180,1948,"0","0",-118.178713,34.139976,"1"
"8931",2,4,4158,1958,"1","0",-118.342176,34.107675,"1"
"3566",3,2,1587,1959,"0","0",-118.100471,33.77745,"2"
"7597",3,2,1660,1958,"0","0",-117.867559,34.091099,"2"
"14644",3,2,1965,1992,"1","0",-118.469,34.0578,"1"
"10443",3,1,1111,1950,"0","0",-118.320005,33.80745,"2"
"17618",2,2,1368,1945,"0","0",-118.063747,34.116381,"2"
"18507",4,3,2506,1969,"0","0",-118.514832,34.29672,"1"
"15609",3,1,1450,1953,"0","0",-118.410727,34.218967,"2"
"5287",3,2,1808,1964,"0","0",-117.757383,34.104255,"2"
"4610",4,2,1382,1954,"0","0",-118.480515,34.276377,"2"
"16069",3,1,1066,1951,"0","0",-118.123376,33.858467,"2"
"531",3,2,1368,1947,"0","0",-118.441043,34.004135,"2"
"2876",3,3,2361,1958,"1","0",-118.122022,33.943446,"1"
"19284",4,2,1470,1938,"0","0",-118.168584,33.820205,"2"
"9014",3,2,1553,1956,"0","0",-118.493794,34.239847,"2"
"3792",3,2,1628,1950,"0","0",-118.110114,33.932781,"2"
"8267",4,4,2770,1980,"1","0",-118.118676,33.768159,"1"
"2025",2,2,1482,1979,"1","0",-118.57,34.2215,"2"
"9036",3,2,1303,1960,"0","0",-118.551971,34.225786,"2"
"14941",2,1,1134,1945,"0","0",-118.26672,33.94623,"2"
"2610",3,2,1164,1952,"0","0",-118.13779,33.914124,"2"
"9277",3,2,1486,1954,"0","0",-118.242984,34.23727,"2"
"8054",4,2,1874,1983,"0","0",-117.875408,34.025874,"1"
"16765",3,3,1918,1990,"0","0",-118.006458,34.070045,"2"
"13341",3,3,1460,1944,"0","0",-118.377713,34.206364,"2"
"15999",2,1,1135,1940,"0","0",-118.335079,34.173724,"2"
"15226",4,2,1436,1992,"0","0",-118.049448,34.550388,"2"
"10987",4,2,1948,1961,"0","0",-117.975191,34.001517,"2"
"3123",3,1,1024,1947,"0","0",-118.338718,33.933022,"2"
"4879",3,2,1568,2004,"0","0",-118.181,33.7654,"1"
"15331",2,2,1304,1938,"0","0",-118.314568,34.255362,"2"
"5997",3,2,1910,1946,"0","0",-118.202252,33.810018,"2"
"18207",2,1,660,1925,"0","0",-118.195493,33.949607,"2"
"12627",3,2,1305,1951,"0","0",-118.321008,33.968797,"2"
"14788",3,1,1334,1925,"0","0",-118.30514,33.970433,"2"
"17502",3,2,1506,1953,"0","0",-118.076757,33.916787,"2"
"4415",2,2,1862,1939,"0","0",-118.090886,34.117756,"1"
"12734",5,5,3639,1962,"1","0",-118.476317,34.134309,"1"
"3035",2,1,1008,1914,"0","0",-118.155075,33.78703,"2"
"17833",3,2,1235,1924,"0","0",-118.306717,33.979317,"2"
"9000",4,1,1224,1956,"0","0",-118.262934,33.907546,"2"
"14830",3,3,2016,1954,"1","0",-118.223989,34.180237,"1"
"2916",3,3,2408,1977,"0","0",-117.982707,33.98209,"1"
"1053",4,2,1330,1952,"1","0",-118.174833,33.850964,"2"
